speaker,script,position1,function1,position2,function2,match,agreement
*KELL:,,,,,,,
*ARIA:,l,,,,,,
*DANA:,l l Hi,,,,,,
*NANC:,l,,,,,,
*DANA:,Yay,,,,,,
*NANC:,I gotta pee so bad,,,,,,
*DANA:,How was dinner,,,,,,
*KELL:,Uh oh,,,,,,
*NANC:,What,,,,,,
*DANA:,How was dinner,,,,,,
*NANC:,Late,,,,,,
*DANA:,Mm,,,,,,
*KELL:,Did they know each other before school,,,,,,
*KELL:,No,,,,,,
*DANA:,Hm m,,,,,,
*DANA:,They had heard of each other,,,,,,
*DANA:,Like,,,,,,
,they knew,,,,,,
*KELL:,Mm,,,,,,
*KELL:,It was like next town over or something like that,,,,,,
*DANA:,l,,,,,,
*ARIA:,Hi,,,,,,
*DANA:,Hi,,,,,,
*DANA:,l like that,,,,,,
*ARIA:,Just cracking up,,,,,,
*KELL:,Arianna,,,,,,
,what are those for,,,,,,
*ARIA:,You can have one if you want one,,,,,,
*KELL:,Ha ha n,,,,,,
*ARIA:,Yeah you can,,,,,,
*DANA:,,,,,,,
*KELL:,,,,,,,
*ARIA:,They're from um,,,,,,
,We do,,,,,,
,My mom has like caretaking up on Stratton,,,,,,
*ARIA:,And they have the LPGA golf tournament there,,,,,,
*KELL:,Mhm,,,,,,
*ARIA:,And we caretake for all of the,,,,,,
,like,,,,,,
,bigwigs,,,,,,
*ARIA:,So,,,,,,
*KELL:,That is awesome,,,,,,
*KELL:,Those cups are so great,,,,,,
*ARIA:,They uh,,,,,,
*DANA:,That's awesome,,,,,,
*KELL:,l,,,,,,
*DANA:,l,,,,,,
*ARIA:,And I got a whole case,,,,,,
*KELL:,I'm so excit ed,,,,,,
*ARIA:,Like the companies s,,,,,,
*ARIA:,Like Pepsi was one of the sponsors,,,,,,
*KELL:,Unhunh,,,,,,
*ARIA:,So they sent all this stuff,,,,,,
*ARIA:,Got a whole case,,,,,,
*ARIA:,Of apple cinnamon laugh uh rice cakes,,,,,,
*KELL:,l,,,,,,
*DANA:,Unhunh,,,,,,
*ARIA:,l everything,,,,,,
*DANA:,,,,,,,
*ARIA:,It's the best,,,,,,
*KELL:,That's so funny,,,,,,
*DANA:,I went shopping for food,,,,,,
*DANA:,I got myself some food l,,,,,,
*ARIA:,You did,,,,,,
*DANA:,My sister made a loaf of bread,,,,,,
,gotta have a piece,,,,,,
*DANA:,It's so good,,,,,,
*ARIA:,,,,,,,
,l,,,,,,
*DANA:,,,,,,,
*ARIA:,Um,,,,,,
*DANA:,Where'd you go,,,,,,
*ARIA:,The Shanty,,,,,,
*ARIA:,It's um,,,,,,
,,,,,,,
,d right on the water,,,,,,
*ARIA:,It was nice,,,,,,
*DANA:,Mm,,,,,,
*ARIA:,My uncle's so rude though laugh,,,,,,
*DANA:,l Why,,,,,,
,what'd he do,,,,,,
*ARIA:,This uh,,,,,,
*ARIA:,The girl was like,,,,,,
,oh,,,,,,
,we,,,,,,
*ARIA:,Like he has a lot of money but he's,UI,T4,UI,T4,MATCH,
,like,,,,,,
,like,,,,,,
,I don't know,,,,,,
,like Blane,,,,,,
,he's like kinda rude,,,,,,
*ARIA:,Isn't he,,,,,,
*ARIA:,Like he was like,,,,,,
*NANC:,He's just a weirdo,,,,,,
*DANA:,Did he make fun of you,,,,,,
*ARIA:,I don't know,,,,,,
*ARIA:,He really bugs me,,,,,,
*ARIA:,He was like um,,,,,,
,well you forgot my d my sauce for this,,,,,,
*ARIA:,Cause she brought him clams,,,,,,
*ARIA:,Like he had clams,,,,,,
*ARIA:,And she goes well we have this kind and this kind,,,,,,
,and she said and we have A One sauce,,,,,,
,he's like no,,,,,,
*ARIA:,That's for steak,,,,,,
*ARIA:,Keep trying,,,,,,
*DANA:,,,,,,,
*ARIA:,You know,,,,,,
,and I was like,,,,,,
*NANC:,Not like,,,,,,
,oh I want this,,,,,,
*NANC:,He's like keep trying,,,,,,
*DANA:,Yeah,,,,,,
*ARIA:,You know,,,,,,
,he's like keep trying,,,,,,
*ARIA:,And then you would've thought like it was the end of the world when the bill came,,,,,,
*DANA:,l,,,,,,
*ARIA:,It was like,,,,,,
*NANC:,Mhm,,,,,,
*ARIA:,I don't know,,,,,,
,he was just,,,,,,
*KELL:,Unhunh,,,,,,
*ARIA:,kind of a jerk,,,,,,
*KELL:,Your grandma called,,,,,,
*ARIA:,She did,,,,,,
*KELL:,Yeah like,,,,,,
,fifteen minutes ago,,,,,,
*ARIA:,What'd she say,,,,,,
*ARIA:,Anything,,,,,,
*KELL:,She just wanted to know,,,,,,
,when your parents got here,,,,,,
,and,,,,,,
,we decided,,,,,,
,it was about seven seven thirty,,,,,,
*DANA:,Seven thir,,,,,,
*DANA:,Yeah,,,,,,
*KELL:,And we told her and,,,,,,
,she was happy with that and hung up,,,,,,
*DANA:,,,,,,,
*ARIA:,,,,,,,
*KELL:,She's cute,,,,,,
*KELL:,,,,,,,
*ARIA:,She is cute,,,,,,
*DANA:,When did,,,,,,
*NANC:,So what's the plan,,,,,,
*DANA:,I don't know,,,,,,
*DANA:,I just was,,,,,,
*DANA:,Went shopping with Ed and his roommate,,,,,,
,they said they'd come over here,,,,,,
*NANC:,Mm,,,,,,
*DANA:,You know,,,,,,
*DANA:,If we wanna just hang out and drink,,,,,,
*DANA:,Whatever,,,,,,
*NANC:,Okay,,,,,,
*NANC:,That sounds cool,,,,,,
*DANA:,I think it'd be cool,,,,,,
,cause I don't feel like going anywhere,,,,,,
*NANC:,Yeah,,,,,,
*ARIA:,I know,,,,,,
*NANC:,that sounds good,,,,,,
*DANA:,You know,,,,,,
*DANA:,And uh,,,,,,
,Woody hasn't called yet so,,,,,,
*KELL:,We're all sitting here all too tired,,,,,,
*DANA:,Who knows,,,,,,
*DANA:,,,,,,,
,l,,,,,,
*N+A391:B437ANC:,He's probably expecting us over there,,,,,,
*DANA:,No,,,,,,
,I said maybe,,,,,,
*DANA:,I said,,,,,,
,maybe we'll come,,,,,,
*NANC:,now maybe to Woody,,,,,,
*DANA:,Does that mean laugh,,,,,,
*DANA:,,,,,,,
,Is that what got you in trou ble laugh,,,,,,
*NANC:,,,,,,,
,,,,,,,
*DANA:,,,,,,,
*NANC:,That might mean yes,,,,,,
*DANA:,,,,,,,
*ARIA:,l,,,,,,
*NANC:,l No,,,,,,
,just kidding,,,,,,
*ARIA:,l,,,,,,
*NANC:,,,,,,,
*DANA:,May be I'll do that,,,,,,
*DANA:,l,,,,,,
*DANA:,So but they just left like,UI,T4,UI,T4,MATCH,
,fifteen minutes ago,,,,,,
*DANA:,So I don't know,,,,,,
,Like they were gonna unpack their stuff,,,,,,
,Ed was gonna take a shower,,,,,,
*NANC:,Right,,,,,,
*NANC:,Right,,,,,,
*NANC:,That's cool,,,,,,
*DANA:,So,,,,,,
,and l get beer,,,,,,
*DANA:,So I don't know what they're doing,,,,,,
*DANA:,But I can call,UI,T1,UI,T1,MATCH,
,and find out,,,,,,
*DANA:,uh If they wanna come over,,,,,,
*NANC:,Okay,,,,,,
*DANA:,In a little while,,,,,,
*DANA:,I wouldn't mind,,,,,,
,I just wanna hang,,,,,,
*NANC:,Yeah,,,,,,
*DANA:,Hang and talk,,,,,,
*NANC:,S,,,,,,
*NANC:,We don't have cable,,,,,,
*NANC:,That's the only thing that sucks,,,,,,
*DANA:,,,,,,,
*NANC:,So we don't have anything,,,,,,
*DANA:,We have a stereo,,,,,,
*NANC:,Yeah,,,,,,
*DANA:,You know,,,,,,
*ARIA:,That's true,,,,,,
*NANC:,You're right,,,,,,
*NANC:,That's like,,,,,,
*ARIA:,That's fine,,,,,,
*ARIA:,We um,,,,,,
,you know we're down at the Shanty,,,,,,
*NANC:,Oh yeah laugh,,,,,,
*ARIA:,We're leaving,,,,,,
,and the guy's like,,,,,,
,We left a little bit ahead of my parents,,,,,,
*ARIA:,And the guys like,,,,,,
,hi you guys,,,,,,
,how was your dinner,,,,,,
*ARIA:,And we were like great,,,,,,
*ARIA:,uh Thinking you know he was just asking us how our dinner was,,,,,,
*ARIA:,He's like,,,,,,
,yeah,,,,,,
,you know going on about,,,,,,
,w what are you sophomores,,,,,,
,we're like,,,,,,
,no,,,,,,
,But everyone at thinks we're like young,UI,T4,UI,T4,MATCH,
*DANA:,Ah,,,,,,
*ARIA:,So we were like no,,,,,,
,seniors,,,,,,
,then he goes,,,,,,
,well,,,,,,
,we're looking for part time help,,,,,,
*ARIA:,,,,,,,
,l,,,,,,
,right off of the dinner table,,,,,,
*NANC:,Mm,,,,,,
*DANA:,That's so great though,,,,,,
*ARIA:,Isn't that awesome,,,,,,
*NANC:,Sh annon says like,,,,,,
,you can make some serious l,,,,,,
*DANA:,Did you say,,,,,,
*DANA:,Did you s tell about Jenn,,,,,,
*NANC:,Yeah,,,,,,
*KELL:,l,,,,,,
*NANC:,Well,,,,,,
,I was like,,,,,,
,yeah,,,,,,
,maybe I'll be back,,,,,,
*NANC:,,,,,,,
*KELL:,,,,,,,
*ARIA:,Yeah,,,,,,
,and he needed a hostess,,,,,,
*NANC:,And he was like,,,,,,
,okay,,,,,,
*ARIA:,cause I don't wanna waitress,,,,,,
*DANA:,Mhm,,,,,,
*ARIA:,Cause I'm,,,,,,
*ARIA:,I get too nervous like kinda things,,,,,,
*DANA:,Unhunh,,,,,,
*NANC:,Hm,,,,,,
*ARIA:,And a friend of mine is working there already,,,,,,
,we saw her,,,,,,
,we walked in and she was there,,,,,,
*ARIA:,And I said,,,,,,
,oh well you must make good dingo,,,,,,
*ARIA:,And she was like yeah,,,,,,
*ARIA:,If you can keep up with it,,,,,,
,you can make really good money,,,,,,
*ARIA:,So it'd be perfect,,,,,,
*DANA:,Jenn,,,,,,
*ARIA:,And then,,,,,,
*NANC:,na me,,,,,,
*DANA:,Hm,,,,,,
*ARIA:,you know,,,,,,
,and if,,,,,,
*NANC:,l,,,,,,
*DANA:,Yeah,,,,,,
*ARIA:,and then,,,,,,
,like if she got in,,,,,,
,then she'd have,,,,,,
,say oh,,,,,,
,I have this friend who needs,,,,,,
*DANA:,Yeah,,,,,,
*NANC:,Right,,,,,,
*KELL:,A job and,,,,,,
*ARIA:,So it could be perfect,,,,,,
*NANC:,So we might,,,,,,
*DANA:,That's good,,,,,,
*KELL:,l,,,,,,
*NANC:,We're gonna go down to morrow,,,,,,
*DANA:,cause then,,,,,,
*KELL:,That's sweet,,,,,,
*NANC:,I know,,,,,,
*NANC:,that's swee t,,,,,,
*ARIA:,That sweet,,,,,,
*KELL:,Nice,,,,,,
*DANA:,We gonna,,,,,,
*DANA:,What time are you getting up tomorrow,,,,,,
*NANC:,I don't know,,,,,,
*NANC:,I have ten fifty,,,,,,
*DANA:,Where's your class,,,,,,
*NANC:,Don't know,,,,,,
*NANC:,Dewey,,,,,,
*DANA:,Probably what time,,,,,,
*NANC:,I said I don't know,,,,,,
*NANC:,I have a ten fift,,,,,,
*DANA:,Oh,,,,,,
*DANA:,I thought you said ten fifteen,,,,,,
*DANA:,And I was like what,,,,,,
*NANC:,No laugh,,,,,,
*KELL:,,,,,,,
*DANA:,What,,,,,,
*KELL:,,,,,,,
*NANC:,I think it's ten fifty,,,,,,
*ARIA:,Hunh,,,,,,
*DANA:,It's like five minutes,,,,,,
*DANA:,to get to class,,,,,,
*KELL:,,,,,,,
*NANC:,in Dewey,,,,,,
*NANC:,,,,,,,
,,,,,,,
*DANA:,Dewey,,,,,,
*NANC:,Yeah,,,,,,
*KELL:,,,,,,,
*DANA:,,,,,,,
,l,,,,,,
*DANA:,Like,,,,,,
,everybody's making noises around here,,,,,,
*DANA:,l,,,,,,
*ARIA:,Be,,,,,,
*DANA:,No,,,,,,
*DANA:,The like banging,,,,,,
*DANA:,And sawing,,,,,,
*KELL:,Put insulation,,,,,,
*DANA:,l,,,,,,
*KELL:,and then put another ceiling over that,,,,,,
*DANA:,Yeah,,,,,,
*DANA:,and I was like,,,,,,
*KELL:,l,,,,,,
*ARIA:,Mm,,,,,,
*ARIA:,uh,,,,,,
*DANA:,But anyway,TI,I2,TI,I2,MATCH,
*ARIA:,,,,,,,
*NANC:,The best strawberry daiquiri,,,,,,
*ARIA:,Oh,,,,,,
*ARIA:,This is what my dad said,,,,,,
*DANA:,Did you,,,,,,
*ARIA:,About the board for the refrigerator,,,,,,
*DANA:,Yeah,,,,,,
*ARIA:,He said,,,,,,
,when you put it in,,,,,,
*ARIA:,Don't cut it straight across and stick it in,,,,,,
,cause when you shut the door,,,,,,
*ARIA:,If it's perfectly fit,,,,,,
,you won't get air circulated from the top to the bottom,,,,,,
,which you need in a refrigerator,,,,,,
*DANA:,Unhunh,,,,,,
*ARIA:,So,,,,,,
,whoever cuts it,,,,,,
,to either put holes,,,,,,
*ARIA:,Like,,,,,,
*DANA:,Unhunh,,,,,,
*ARIA:,five holes,,,,,,
,drill five holes in it,,,,,,
*ARIA:,Or cut it so,,,,,,
,it's straight,,,,,,
,and fits on the sides and then,,,,,,
,on the end it comes,,,,,,
,straight out,,,,,,
,and then comes in a little bit,,,,,,
*ARIA:,Do you know what I mean,,,,,,
*ARIA:,So if it,,,,,,
*ARIA:,This was the piece of board,,,,,,
*ARIA:,Leave it,,,,,,
,like have it come like this,,,,,,
*ARIA:,And have these spaces cut off,,,,,,
*DANA:,Oh yeah,,,,,,
*KELL:,,,,,,,
*ARIA:,so th uh the air can circu late,,,,,,
*DANA:,Oh okay,,,,,,
*KELL:,Oh,,,,,,
*KELL:,I got cha,,,,,,
*ARIA:,But probably the screw,TI,T4,TI,T4,MATCH,
*KELL:,,,,,,,
*ARIA:,drill holes would be easier,,,,,,
*DANA:,Yeah,,,,,,
*ARIA:,Just drill like five holes in it,,,,,,
*ARIA:,So that the air move,,,,,,
*KELL:,We need a saw,,,,,,
*DANA:,We need a saw,,,,,,
*KELL:,I forgot to ask my friend Jason,,,,,,
*ARIA:,Yeah,,,,,,
*KELL:,and I know he's asleep,,,,,,
*DANA:,Maybe,,,,,,
,I can ask Ed,,,,,,
,when he's going home,,,,,,
*KELL:,Yeah,,,,,,
*DANA:,And he can do it at home,,,,,,
*KELL:,M hm,,,,,,
*DANA:,His dad'll do it,,,,,,
*KELL:,Mm,,,,,,
*DANA:,like ooh,,,,,,
,something to do,,,,,,
*DANA:,,,,,,,
*KELL:,Yeah,,,,,,
*DANA:,He's psyched,,,,,,
*NANC:,,,,,,,
*DANA:,Yea h,,,,,,
*KELL:,l,,,,,,
*KELL:,Men love that stuff,,,,,,
*DANA:,,,,,,,
*ARIA:,My mom was so psyched about our apartment,,,,,,
*DANA:,Why did she what did she say,,,,,,
*KELL:,Yeah,,,,,,
*ARIA:,Yeah,,,,,,
*KELL:,She liked it,,,,,,
*ARIA:,She really liked it so much better than last year,,,,,,
*DANA:,Well it's so much better than last year,,,,,,
*NANC:,She was psyched,,,,,,
*ARIA:,And she even to,,,,,,
*ARIA:,uh Does Cheryl bug you,,,,,,
*NANC:,She just kills me,,,,,,
*ARIA:,l,,,,,,
*DANA:,l,,,,,,
*NANC:,They both come,,,,,,
*NANC:,What was th with her attacking him l,,,,,,
*ARIA:,Oh my god,,,,,,
*DANA:,What,,,,,,
*DANA:,What are you talking about,,,,,,
*NANC:,They they,,,,,,
*NANC:,Cheryl and Blane,,,,,,
*NANC:,He like,,,,,,
*DANA:,Who what,,,,,,
*ARIA:,My aunt and un cle,,,,,,
*NANC:,H er aunt and uncle,,,,,,
,Cheryl and Blane,,,,,,
*ARIA:,They bug me,,,,,,
*NANC:,He,,,,,,
*NANC:,He like needed,,,,,,
,They were trying to figure out the the bill,,,,,,
*DANA:,Unhunh,,,,,,
*NANC:,The money whatever,,,,,,
*NANC:,And so he needed change,,,,,,
*NANC:,Like two fives for a ten or something,,,,,,
*NANC:,So she gave him,,,,,,
*NANC:,And then,,,,,,
,he kept it,,,,,,
*NANC:,He didn't give her like the ten you know,,,,,,
*NANC:,She started attacking him,,,,,,
,going I want my money,,,,,,
*ARIA:,Like pinching him,,,,,,
*NANC:,Like pinching him,,,,,,
*ARIA:,like everything,,,,,,
*NANC:,like making this scene,,,,,,
*NANC:,We're like,,,,,,
,oh my go d,,,,,,
*DANA:,Ah,,,,,,
*ARIA:,And then he's like,,,,,,
,my dad's like,,,,,,
,God,,,,,,
*ARIA:,What would she do for ten dollars,,,,,,
*ARIA:,He's like,,,,,,
,you should see what she would do for ten dollars,,,,,,
*DANA:,,,,,,,
*ARIA:,And then he goes I'm gonna give you five at a time,,,,,,
,and you'll have to like perform for it,,,,,,
*ARIA:,Nancy and I were like,,,,,,
,whoa,,,,,,
*NANC:,And she thought it was so funny,,,,,,
*NANC:,She was like cracking up,,,,,,
*ARIA:,Yeah,,,,,,
*NANC:,Was she mangled,,,,,,
*ARIA:,I don't know,,,,,,
,I think she might have had a little buzz,,,,,,
*ARIA:,Cause she was acting strange,,,,,,
*NANC:,,,,,,,
,that was,,,,,,
*KELL:,Wei rd,,,,,,
*KELL:,Is that the rude uncle,,,,,,
*DANA:,,,,,,,
*ARIA:,Yes,,,,,,
*ARIA:,,,,,,,
*NANC:,,,,,,,
*DANA:,,,,,,,
*ARIA:,l,,,,,,
*DANA:,,,,,,,
*KELL:,Got it,,,,,,
*DANA:,Oh,,,,,,
,I need more food,,,,,,
*ARIA:,Oh god,,,,,,
*NANC:,What'd you have,,,,,,
*DANA:,I just had a piece of toast,,,,,,
*KELL:,Was that your dinner,,,,,,
*DANA:,Yeah,,,,,,
*DANA:,I haven't eaten,,,,,,
,since I ate that Chinese food today,,,,,,
*KELL:,Well you should eat,,,,,,
*KELL:,Oh,,,,,,
,Make yourself a sandwich or something else,,,,,,
*DANA:,I don't feel like eating a sandwich,,,,,,
*NANC:,I am so full,,,,,,
*DANA:,just bought all this food,,,,,,
*DANA:,But,TF,I2,TF,I2,MATCH,
*ARIA:,But nothing seems good,TI,T1,TI,T1,MATCH,
*KELL:,I know,,,,,,
*DANA:,Well I could make pasta,,,,,,
*KELL:,l,,,,,,
*DANA:,but I don't feel like making it,TI,T1,TI,T1,MATCH,
*KELL:,l,,,,,,
*DANA:,cause,,,,,,
,I could just have Oodles of Noodles,,,,,,
*DANA:,l,,,,,,
*ARIA:,Mhm,,,,,,
*DANA:,,,,,,,
,l,,,,,,
*NANC:,l,,,,,,
*KELL:,,,,,,,
*DANA:,I bought French bread,,,,,,
*DANA:,Like a real baguette,,,,,,
*NANC:,Mm,,,,,,
*DANA:,Do you like that kind,,,,,,
*DANA:,I love bread,,,,,,
*KELL:,Mhm,,,,,,
*DANA:,I could just eat bread all night,,,,,,
*KELL:,Me too,,,,,,
*ARIA:,Yeah me too,,,,,,
*ARIA:,,,,,,,
*DANA:,I'm so glad we have a coffeemaker and coffee,,,,,,
*DANA:,I'm gonna have coffee tomorrow morning,,,,,,
*NANC:,Yepper,,,,,,
*ARIA:,Smell it brewing,,,,,,
*DANA:,Yeah,,,,,,
*NANC:,I never know how much to put,,,,,,
*NANC:,So you just have to like,,,,,,
*DANA:,Oh I don't,,,,,,
*DANA:,I just,,,,,,
,,,,,,,
*NANC:,D yeah,,,,,,
*NANC:,l just guess until you get it right,,,,,,
*NANC:,But,UI,T1,UI,T1,MATCH,
*DANA:,Yeah,,,,,,
*NANC:,I always make it too strong,,,,,,
*KELL:,How do you work it,,,,,,
*KELL:,,,,,,,
*DANA:,,,,,,,
*NANC:,You just,,,,,,
*KELL:,,,,,,,
,,,,,,,
*NANC:,pour the water,,,,,,
,l,,,,,,
*NANC:,l,,,,,,
*KELL:,Like you put the coffee filter and the coffee,,,,,,
,in the little slidy thingy,,,,,,
*NANC:,Yep,,,,,,
,put the coffee filter in here,,,,,,
*KELL:,Yeah,,,,,,
*NANC:,put the coffee in,,,,,,
,um,,,,,,
*KELL:,and then you pour how,,,,,,
*NANC:,Turn it on,,,,,,
,pour the water through,,,,,,
*KELL:,How much water,,,,,,
*NANC:,,,,,,,
*KELL:,The water,,,,,,
*KELL:,Enough water,,,,,,
,like you fill up the little pot to the line,,,,,,
*NANC:,Yep,,,,,,
,howe,,,,,,
*NANC:,However much you want,,,,,,
*DANA:,However much you want,,,,,,
*KELL:,Okay,,,,,,
*NANC:,And then,,,,,,
,just do,,,,,,
,how m,,,,,,
*NANC:,how many scoops of,,,,,,
*DANA:,Yeah,,,,,,
*DANA:,Goes with that much,,,,,,
*KELL:,Okay,,,,,,
*DANA:,Those things are so cool,,,,,,
*ARIA:,Those strawberry daiquiris were so good,,,,,,
*NANC:,Weren't they so good,,,,,,
