speaker,script,position1,function1,position2,function2,match,agreement
,to find out,,,,,,
*FRED:,,,,,,,
,,,,,,,
*RICH:,Because there's no,,,,,,
*RICH:,There's no way I,,,,,,
,I should,,,,,,
*FRED:,,,,,,,
*RICH:,you know,,,,,,
*FRED:,You should be like this,,,,,,
*RICH:,Exactly,,,,,,
*FRED:,,,,,,,
*RICH:,I mean an,,,,,,
*RICH:,People say you,,,,,,
*FRED:,,,,,,,
*RICH:,you act out of uh,,,,,,
,it's okay,,,,,,
,most men do look at other women,,,,,,
,and uh,,,,,,
,you know,,,,,,
,things go through their mind and everything,,,,,,
,but that I'm impulsive,UI,T1,UI,T4,UNMATCH,T4
*RICH:,I'd act on my impulse,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,Like I'd see something,,,,,,
,I'd want it,,,,,,
,and I'd go after her,,,,,,
,where I,,,,,,
,w I had a beautiful woman,,,,,,
,I shouldn't have thought like that at all,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,This what a lady told me that,,,,,,
,that was a therapist,,,,,,
*RICH:,She said she was gonna get me somebody to go talk to and everything,,,,,,
*RICH:,She said it po,,,,,,
*RICH:,Ma,,,,,,
*RICH:,possibily was I was uh,,,,,,
,not satisfied with myself,,,,,,
*RICH:,I wasn't happy with myself for some reason,,,,,,
,and that I just acted out of impulse,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,,,,,,,
*FRED:,Wow,,,,,,
*RICH:,So,,,,,,
,I don't know,,,,,,
*RICH:,i it is a problem,,,,,,
,because I,,,,,,
,uh I I did have a nice old lady and um,,,,,,
,Kind of miss her and everything,,,,,,
*FRED:,,,,,,,
*RICH:,It's lonely coming home after putting in t twelve hours on the lot,,,,,,
*RICH:,And working all day and,,,,,,
,you know,,,,,,
,working all evening,,,,,,
,and then you don't have anybody to come home and share it with,,,,,,
*FRED:,Yeah,,,,,,
*FRED:,Y are y,,,,,,
*FRED:,Are you working twelve hours,,,,,,
*FRED:,You're gonna be,,,,,,
*RICH:,Yeah,,,,,,
*FRED:,You're gonna be do ing that,,,,,,
*RICH:,Yeah,,,,,,
*FRED:,Nine to nine,,,,,,
*RICH:,Definitely,,,,,,
*RICH:,Nine to nine,,,,,,
*RICH:,Well I mean,,,,,,
,If I want,,,,,,
*RICH:,That's a,,,,,,
*RICH:,That's up to me,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,Basically,,,,,,
,you know,,,,,,
,they're gonna give us a shift,,,,,,
*RICH:,Either,,,,,,
,nine in the morning,,,,,,
,to three in the afternoon,,,,,,
,or,,,,,,
,or th,,,,,,
,two in the afternoon,,,,,,
,to nine in the evening,,,,,,
*RICH:,See,,,,,,
*FRED:,Unhunh,,,,,,
*RICH:,So if I wanted to come in before two,,,,,,
,if I was on the,,,,,,
,the evening shift,,,,,,
,I would come in at nine,,,,,,
,and work nine to nine,,,,,,
*RICH:,If I was on the evening shift,,,,,,
,from two to nine,,,,,,
,I could come in and work from nine to nine,,,,,,
*FRED:,So,,,,,,
,um,,,,,,
,when you went last week,,,,,,
,and you applied right,,,,,,
*RICH:,Mhm,,,,,,
*FRED:,they,,,,,,
,they hired you,,,,,,
*RICH:,Right on the spot,,,,,,
*FRED:,Right on the spot,,,,,,
*RICH:,He gave me interview,,,,,,
,he talked to me,,,,,,
,told me why I wanted to get into sales,,,,,,
,and if,,,,,,
,if I felt I could sell,,,,,,
,if I had any experience,,,,,,
,and everything and,,,,,,
*FRED:,You told him about all the cars,,,,,,
,that you had owned and sold,,,,,,
*RICH:,Yeah,,,,,,
,I told him that I had done,,,,,,
*FRED:,C y sh you sh,,,,,,
*RICH:,so sold cars all through my early years,,,,,,
,but it was private party,UI,T4,UI,T1,UNMATCH,T4
*FRED:,f uh you've had you,,,,,,
*FRED:,You've had about,,,,,,
,like thirty cars,,,,,,
*RICH:,At least,,,,,,
*FRED:,hunh,,,,,,
*RICH:,yeah,,,,,,
*RICH:,At least,,,,,,
*FRED:,At least thirty cars,,,,,,
*RICH:,So I have some type of experience selling,,,,,,
,dealing with people,,,,,,
*FRED:,You know about cars,,,,,,
*RICH:,handling the money,,,,,,
,and uh,,,,,,
,the only thing it is,,,,,,
,th I have to work on,,,,,,
,is doing the paperwork,,,,,,
*RICH:,Is uh,,,,,,
,filling out a contract,,,,,,
,and uh,,,,,,
,basically paperwork,,,,,,
,which is f very simple,,,,,,
*RICH:,That,,,,,,
,you know,,,,,,
,once it comes along with experience,,,,,,
,and the more people I work with,,,,,,
,the easier it will,,,,,,
,it'll be,,,,,,
,that's the most important thing and,,,,,,
,and selling them the car,,,,,,
,talking to somebody in,,,,,,
,to buying a car,,,,,,
,that doesn't wanna buy,,,,,,
*RICH:,Tha that's there to look,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,But yet,TI,T1,TI,T1,MATCH,T1
,wouldn't mind owning a new car,,,,,,
*FRED:,That's right,,,,,,
*RICH:,And you've gotta talk em into it,,,,,,
,you gotta sell it to em,,,,,,
*RICH:,You know,,,,,,
*RICH:,You gotta em in your office,,,,,,
,and you gotta sell that car to em,,,,,,
*RICH:,You can't let em leave without that sale,,,,,,
*RICH:,Otherwise,,,,,,
,they're gonna go elsewhere,,,,,,
*FRED:,Right,,,,,,
*RICH:,If they believe you,,,,,,
,and you can sell em,,,,,,
*FRED:,You need this car,,,,,,
*RICH:,you gonna make a lot of money,,,,,,
*FRED:,you want this car,,,,,,
*RICH:,Definetely,,,,,,
*FRED:,take it with you ,,,,,,
,,,,,,,
*RICH:,Wh at can I do for you,,,,,,
*FRED:,,,,,,,
*RICH:,in or der for you to buy this car,,,,,,
*RICH:,I mean if,,,,,,
,is the price too much,,,,,,
*RICH:,I could work on the price,,,,,,
*RICH:,Let me go talk to my manager,,,,,,
*RICH:,Maybe I could drop it five six hundred dollars,,,,,,
*RICH:,Maybe we have a three hundred rebate that you could use towards the down payment,,,,,,
*RICH:,W maybe it's it's three point nine financing,,,,,,
,that'll save you money in the long run uh,,,,,,
,if you finance fifteen or sixteen thousand dollars,,,,,,
*RICH:,So,,,,,,
*FRED:,,,,,,,
*RICH:,you know,,,,,,
,it's just,,,,,,
,it's uh,,,,,,
,it's uh like a game,,,,,,
*RICH:,You know,,,,,,
*FRED:,Yeah,,,,,,
*FRED:,So homes,,,,,,
*FRED:,Uh,,,,,,
,they,,,,,,
,they put you through training all these days,,,,,,
*FRED:,Is that it,,,,,,
*RICH:,Yeah,,,,,,
,five days I watched uh,,,,,,
,videotapes dealing with this guy that,,,,,,
,that,,,,,,
,uh that sold cars,,,,,,
,and made a hundred thous,,,,,,
*RICH:,His goal was to make a hundred thousand dollars every year selling cars,,,,,,
*RICH:,And he accomplished his goal,,,,,,
*RICH:,Every year he sold a hundred thousand dollars,,,,,,
,and he retired,,,,,,
*FRED:,Oh my god,,,,,,
*RICH:,at thirty five after,,,,,,
,certain amount of years selling and uh,,,,,,
,he just got into uh,,,,,,
,making uh,,,,,,
,audio cassettes,,,,,,
*RICH:,In sales,,,,,,
*RICH:,To motivati,,,,,,
*RICH:,Motivation s uh tapes,,,,,,
*FRED:,Oh I see,,,,,,
*RICH:,and uh,,,,,,
*FRED:,A sys tem,,,,,,
*FRED:,To sell,,,,,,
*RICH:,Exactly,,,,,,
*RICH:,Books,,,,,,
,seminars,,,,,,
,um,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,video tape s,,,,,,
*FRED:,Hund red thousand a year,,,,,,
*FRED:,That guy must've hustle d,,,,,,
*RICH:,Ye ah,,,,,,
,well,,,,,,
,it's possible,,,,,,
*RICH:,You figure,,,,,,
,you could sell,,,,,,
,at least twenty cars a month,,,,,,
,every month for twelve months,,,,,,
,you know you're gonna be up there in,,,,,,
,f uh seventy eighty thousand dollar bracket,,,,,,
*FRED:,Twenty cars in a month,,,,,,
*FRED:,That's almost a car a day,,,,,,
*RICH:,Exactly,,,,,,
*RICH:,Which isn't difficult,,,,,,
*FRED:,,,,,,,
*RICH:,If you're on the lot,,,,,,
,for a damn twelve hours uh,,,,,,
,one car,,,,,,
,isn't all that much,,,,,,
,if you have the clients coming in,,,,,,
*RICH:,That's the only thing,,,,,,
*RICH:,If you have the traffic,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,we're on a busy street,,,,,,
,Firestone Boulevard,,,,,,
*FRED:,Right,,,,,,
*FRED:,Firestone where,,,,,,
,by the six o five,,,,,,
*RICH:,R exactly,,,,,,
*RICH:,Right before the six o five,,,,,,
*RICH:,Right by,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,Right past Downy,,,,,,
,where we used to play basketball at uh,,,,,,
,the YMCA,,,,,,
*FRED:,Yeah,,,,,,
*FRED:,a a little pa past that going,,,,,,
*RICH:,I'd say a mile,,,,,,
*FRED:,east,,,,,,
*RICH:,Yeah,,,,,,
*FRED:,A mile,,,,,,
*RICH:,A mi le going,,,,,,
,uh east,,,,,,
*FRED:,You know,,,,,,
,I have been wanting to go visit you,,,,,,
*FRED:,But,UI,T1,TI,T1,MATCH,T1
,I'm afraid you're gonna sell me a car bro,,,,,,
*FRED:,,,,,,,
*RICH:,Yeah well,,,,,,
,that's the last thing you need to do,,,,,,
,is get in any more debt,,,,,,
,than you already are,,,,,,
*FRED:,,,,,,,
*RICH:,Uh,,,,,,
*FRED:,I'm hip man,,,,,,
,I gotta get outa my debts,,,,,,
*FRED:,Man ,,,,,,
*RICH:,Yeah I'm,,,,,,
*FRED:,And then I'll be a free agent,,,,,,
*FRED:,Ma n,,,,,,
*RICH:,In fact,,,,,,
,I was planning,,,,,,
,if they were gonna play basketball,,,,,,
,if I did go in Thursday at nine o'clock,,,,,,
*FRED:,You could go for couple hours,,,,,,
*RICH:,It's right down the street,,,,,,
*FRED:,at least,,,,,,
*RICH:,I could bring my work clothes,,,,,,
,and uh,,,,,,
*FRED:,sure,,,,,,
*FRED:,Hey you know,,,,,,
*RICH:,take a sh ower,,,,,,
*FRED:,Take a shower,,,,,,
*FRED:,Why not,,,,,,
*FRED:,Because,,,,,,
,like,,,,,,
*RICH:,Get there at seven and,,,,,,
,play from seven to quarter to nine,,,,,,
,and,,,,,,
,take probably five minutes,,,,,,
,to get from YMCA to the,,,,,,
,Firestone Chrysler,,,,,,
*FRED:,You wanna go tomorrow,,,,,,
*FRED:,I,,,,,,
*FRED:,I don't know if they're playing,,,,,,
*RICH:,I don't know,,,,,,
*FRED:,because last week,,,,,,
,the gym was closed,,,,,,
,they're working on the ceiling,,,,,,
*RICH:,So the last two weeks the gym was clo,,,,,,
*FRED:,Yeah the uh,,,,,,
*FRED:,The last two weeks the gym was closed,,,,,,
*RICH:,And you haven't talked to Gary Holt at all,,,,,,
*FRED:,I haven't seen him this week,,,,,,
*FRED:,Uh,,,,,,
,I saw him last week,,,,,,
,and he told me they were still working on the gym,,,,,,
*FRED:,But I haven't seen him this week,UI,T1,TI,T1,MATCH,T1
*RICH:,Yeah,,,,,,
*RICH:,I got a check coming tomorrow,,,,,,
,I have to go pick up,,,,,,
*RICH:,So I'll probably be in there in the evening after work,,,,,,
*FRED:,Where,,,,,,
,at federal,,,,,,
*RICH:,Yeah,,,,,,
*RICH:,Either at five o'clock,,,,,,
,or three o'clock,,,,,,
,or,,,,,,
,we're getting paid tomorrow right,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,I got my last,,,,,,
*FRED:,You last what,,,,,,
*RICH:,One week check,,,,,,
,and one week vacation check,,,,,,
*FRED:,Oh,,,,,,
,not too bad,,,,,,
*RICH:,So it'll help me,,,,,,
,cause I don't have uh,,,,,,
,any steady income now,,,,,,
*RICH:,If I don't sell,,,,,,
,I don't make money,,,,,,
,I got uh,,,,,,
*FRED:,You mean you don't g,,,,,,
*FRED:,even get minimum,,,,,,
*RICH:,Well,,,,,,
,we get six hundred dollars a month,,,,,,
*RICH:,Three hundred every two weeks,,,,,,
*RICH:,Which isn't bad,,,,,,
,I mean I could,,,,,,
*FRED:,No,,,,,,
*RICH:,I could,,,,,,
*FRED:,,,,,,,
*RICH:,Now that I don't have to pay rent,,,,,,
*FRED:,Yeah,,,,,,
*RICH:,I might be able to,,,,,,
,pay my credit cards,,,,,,
,and my car payment,,,,,,
,and my insurance,,,,,,
,with that six hundred,,,,,,
*RICH:,My car payment's two fifty eight,,,,,,
,the insurance is a hundred a month,,,,,,
,that's three fifty eight,,,,,,
,and maybe about three hundred in uh,,,,,,
,credit cards a month,,,,,,
*FRED:,So what does the Porsche have man,,,,,,
*FRED:,Did they tell you at the shop,,,,,,
*RICH:,In fact I have to call right now,,,,,,
