speaker,script,position1,function1,position2,function2,match,agreement
*GARY:,I earn the the money to pay the bills,,,,,,
,but,UI,T2,UI,T2,MATCH,T2
,she uh,,,,,,
,I do the hard labor,,,,,,
*GARY:,I build barns and,,,,,,
,make arenas,,,,,,
,shovel manure,,,,,,
,uh that's about it,,,,,,
*GARY:,,,,,,,
*JULI:,Well I really like this pony,,,,,,
*JULI:,She's gonna work out great here,,,,,,
*GARY:,Alright,,,,,,
*GARY:,good,,,,,,
*JULI:,She's gonna go competitive trail riding,,,,,,
*JULI:,Do the novice,,,,,,
,thirty mile competitive trail rides,,,,,,
*GARY:,Wow,,,,,,
*JULI:,with a,,,,,,
,an eleven year old thi s year,,,,,,
*GARY:,Wow,,,,,,
*JULI:,So this eleven year old's horse is a little bit big for her,,,,,,
,and she's still intimidated on him out on the trails,,,,,,
,even though he's great,,,,,,
*JULI:,So I'm gonna take him this year,,,,,,
,and she's gonna take the pony,,,,,,
,and,,,,,,
,she's,,,,,,
,she had her at the Air Force Academy Sunday and just,,,,,,
,had a great time,,,,,,
*GARY:,Alright,,,,,,
*GARY:,Was i on a trail or something,,,,,,
*JULI:,And she now goes through water just fine,,,,,,
*GARY:,Through water,,,,,,
*JULI:,Yes,,,,,,
*GARY:,That's great,,,,,,
*JULI:,she goes through running water this deep,,,,,,
*JULI:,Happily n ow,,,,,,
*GARY:,That's great,,,,,,
*JULI:,And all the kids had to do was get her through uh,,,,,,
*JULI:,Get her in a couple times,,,,,,
,and she decided it was fun,,,,,,
*JULI:,She likes it,,,,,,
*GARY:,laugh,,,,,,
*JULI:,And,,,,,,
,now you don't even have to ask,,,,,,
*GARY:,That 's great,,,,,,
*JULI:,She just g oes,,,,,,
*JULI:,So,,,,,,
,seventeen years old they can still learn something,,,,,,
*GARY:,Uh,,,,,,
,now how do you,,,,,,
,get on a trail ride at the Air Force Academy,,,,,,
*JULI:,Well,,,,,,
,they have a lotta trails there,,,,,,
,we just trailer over there,,,,,,
*JULI:,We just load the horses in a trailer l,,,,,,
*GARY:,Alright,,,,,,
*GARY:,That's neat,,,,,,
*JULI:,And head over,,,,,,
*JULI:,They have real pretty trails,,,,,,
*GARY:,We just drove around,,,,,,
,I was showing Matt,,,,,,
,he's only here for one day,,,,,,
*JULI:,Oh where's he from,,,,,,
*GARY:,He's from UC Santa Barbara,,,,,,
*GARY:,Or Santa Barbara,,,,,,
*JULI:,Mm,,,,,,
*GARY:,University of California Santa Barba ra,,,,,,
*JULI:,And what's his name,,,,,,
*GARY:,Matt,,,,,,
*JULI:,I thought you said Matt,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Okay,,,,,,
*GARY:,Matt and uh,,,,,,
,he he he's back on the airplane tomorrow morning,,,,,,
*JULI:,I'm bad on names,,,,,,
*GARY:,so we were driving around and,,,,,,
*JULI:,Oh wow,,,,,,
*GARY:,went to the Air Force Academy and,,,,,,
,Took him over to Garden of the Gods,,,,,,
*JULI:,,,,,,,
*GARY:,and it was hailing on us,,,,,,
,and everything,,,,,,
,okay,,,,,,
,thank you,,,,,,
,and,,,,,,
*JULI:,l,,,,,,
*GARY:,She gave me two of those,,,,,,
*JULI:,receipt,,,,,,
*GARY:,I guess one for you to keep,,,,,,
,and one for her to keep,,,,,,
*JULI:,Okay,,,,,,
*JULI:,uh Do you wanna just write on here,,,,,,
,that I've paid that fifty dollars now,,,,,,
*GARY:,Yes,,,,,,
*GARY:,I sure do,,,,,,
*GARY:,And fifty bucks,,,,,,
*JULI:,And then we're,,,,,,
*GARY:,paid by,,,,,,
*JULI:,We'll be done with it,,,,,,
*JULI:,,,,,,,
*GARY:,Uh,,,,,,
,paid b,,,,,,
*GARY:,How do I do this,,,,,,
*GARY:,And fifty dollars will be paid,,,,,,
*JULI:,Just put down five twenty four ninety four,,,,,,
*JULI:,And then write paid in full,,,,,,
*JULI:,Cause today's five twenty four,,,,,,
*GARY:,Right,,,,,,
*GARY:,Right,,,,,,
*GARY:,Twenty four May,,,,,,
,ninety four,,,,,,
,paid in full,,,,,,
*JULI:,And then just initial it,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Okay,,,,,,
*GARY:,Now I better do that on the other one too,,,,,,
*JULI:,Okay,,,,,,
*JULI:,,,,,,,
,l,,,,,,
*JULI:,,,,,,,
*GARY:,l,,,,,,
*JULI:,Yeah she's even got a boyfriend,,,,,,
*JULI:,The little Morgan Gelding,,,,,,
*JULI:,Has decided that's his mare herd,,,,,,
*JULI:,He's been lonesome for,,,,,,
,the last year or so,,,,,,
*JULI:,Since he's,,,,,,
*JULI:,Well he's been lonesome for a long time,,,,,,
*JULI:,Cause he's been kept alone all his life,,,,,,
,he was,,,,,,
*JULI:,wasn't gelded till he was eleven,,,,,,
*JULI:,,,,,,,
*GARY:,So,,,,,,
*GARY:,One of these you get to keep,,,,,,
,how about that one,,,,,,
*JULI:,Mm kay,,,,,,
*GARY:,And uh,,,,,,
,I guess that's it hunh,,,,,,
*JULI:,And then just have Ja mie call me,,,,,,
*GARY:,Now,,,,,,
,yeah,,,,,,
*JULI:,and let me know,,,,,,
,if she's ever had a brand inspection done on this pony,,,,,,
,since she got to Colorado,,,,,,
,because if there's a prior brand inspection on her,,,,,,
*GARY:,Right,,,,,,
*JULI:,Then it,,,,,,
*JULI:,There'll be a record of it,,,,,,
*GARY:,Okay,,,,,,
*JULI:,And then I would need it,,,,,,
*JULI:,or need some way to look it up,,,,,,
*JULI:,It gets kinda screwy,,,,,,
*GARY:,Okay,,,,,,
*JULI:,And they look like this,,,,,,
*JULI:,In,,,,,,
*JULI:,In either pink or blue,,,,,,
*ENV:,,,,,,,
*JULI:,Or,,,,,,
,if you have a permanent one,,,,,,
,l Let's see if I've got a permanent one here with me,,,,,,
*JULI:,I bet not,,,,,,
*GARY:,What happened to Matt,,,,,,
*JULI:,uh I don't know,,,,,,
,I think he wandered off,,,,,,
*GARY:,He just left,,,,,,
*GARY:,Okay,,,,,,
*JULI:,,,,,,,
*GARY:,Uh,,,,,,
*JULI:,I sure like your daughter's new horse,,,,,,
*GARY:,Co,,,,,,
*JULI:,she's lovely,,,,,,
*GARY:,Oh uh Fancy,,,,,,
*JULI:,l,,,,,,
*JULI:,Beautiful pony,,,,,,
*JULI:,Horse,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Nah I don't have any permanents here,,,,,,
*GARY:,Okay it's the,,,,,,
,Colorado Department of g Agriculture,,,,,,
*JULI:,,,,,,,
*GARY:,l Department of Agriculture,,,,,,
*GARY:,I guess,,,,,,
*GARY:,Okay,,,,,,
*JULI:,Yeah,,,,,,
*GARY:,And what do you call that,,,,,,
*GARY:,That's uh,,,,,,
*JULI:,Well it's,,,,,,
*GARY:,State Board of Stock Inspection,,,,,,
*JULI:,You know it doesn't cost much to do it,,,,,,
,but it is a law,UI,T4,UI,T4,MATCH,T4
*JULI:,and,,,,,,
*KARE:,So long,,,,,,
*JULI:,You leaving,,,,,,
*KARE:,Mm,,,,,,
*JULI:,l,,,,,,
*JULI:,You wouldn't believe how good he felt,,,,,,
,when I took him out to grass this morning,,,,,,
*JULI:,He was dancing on the end of the lead rope,,,,,,
,And arch,,,,,,
*KARE:,Cause he knew where he was go ing,,,,,,
*JULI:,but he did it on the way up back too,TI,T4,TI,T4,MATCH,T4
*KARE:,Oh,,,,,,
*JULI:,He had his neck arched,,,,,,
,and he's just like vibrating with energy,,,,,,
*KARE:,Oh good,,,,,,
*KARE:,Maybe I should go out and ride him now,,,,,,
*JULI:,I guess you should,,,,,,
*KARE:,Woo,,,,,,
*GARY:,,,,,,,
*KARE:,Bye,,,,,,
*KARE:,,,,,,,
*JULI:,Bye,,,,,,
*JULI:,Did you see my patio I'm putting in,,,,,,
*JULI:,Look how much is done now,,,,,,
*KARE:,Oh it's a patio,,,,,,
*KARE:,I thought you were gonna grass it,,,,,,
*JULI:,No,,,,,,
*JULI:,I told you I'm gonna do a flagstone patio,,,,,,
*KARE:,You told me you were gonna grass it,,,,,,
*JULI:,That's why I took out all these rocks over here,,,,,,
*JULI:,That's my roommate Karen,,,,,,
*KARE:,Oh,,,,,,
*GARY:,Okay,,,,,,
*GARY:,Is,,,,,,
*KARE:,Well I never know what you're gonna do from week to week,,,,,,
*JULI:,,,,,,,
*GARY:,,,,,,,
,Okay,,,,,,
,uh,,,,,,
,it's a law,,,,,,
,Who's supposed to do this,,,,,,
*GARY:,The buyer or the seller or,,,,,,
,or what,,,,,,
*GARY:,I don't know,,,,,,
*JULI:,I think the seller is supposed to,,,,,,
*GARY:,l,,,,,,
*JULI:,Usually the seller's supposed to pay for it,,,,,,
,but I just,UI,T1,UI,T1,MATCH,T1
,I just do it and I pay for it,,,,,,
,it doesn't really make that much difference to me,,,,,,
,cause it's only like seven bucks,,,,,,
*JULI:,To do it,,,,,,
*GARY:,l,,,,,,
*JULI:,But,TI,T4,TI,T4,MATCH,T4
,if she ha,,,,,,
*JULI:,uh I mean it's not a big deal,,,,,,
,I just need to know if she had one done or didn't have one done,,,,,,
*GARY:,Okay,,,,,,
*JULI:,Cause it'll make a difference on what the brand inspecttor does,,,,,,
*GARY:,Okay,,,,,,
*JULI:,If she did have one done,,,,,,
,I need to know about when,,,,,,
*JULI:,If she can't find the copy,,,,,,
*JULI:,So they can look it up,,,,,,
*GARY:,Okay,,,,,,
*JULI:,And I doubt if they're terribly computerized,,,,,,
*ENV:,,,,,,,
*JULI:,Cause I had this happen once before,,,,,,
,when I lost the brand inspection on a horse I'd bought,,,,,,
,but I remembered the month that I bought it in,UI,T4,UI,T4,MATCH,T4
*JULI:,And I happened to buy it out at the auction,,,,,,
*JULI:,It was one of my,,,,,,
*KARE:,There's a movie sitting on the desk out there,,,,,,
*JULI:,What is it,,,,,,
*KARE:,The Substitute Wife,,,,,,
*JULI:,Oh,,,,,,
*JULI:,Was that any good,,,,,,
*KARE:,It was very good,,,,,,
*JULI:,Oh good,,,,,,
*JULI:,You mean Farrah Fawcett has learned to act,,,,,,
*KARE:,Didn't we see,,,,,,
*KARE:,Well it was funny,,,,,,
*JULI:,Oh okay,,,,,,
*KARE:,It was different,,,,,,
*KARE:,I don't know how realistic it was,,,,,,
*JULI:,I just didn't think she looked the part of a plains wife,,,,,,
*KARE:,but it was different,TI,T1,TI,T1,MATCH,T1
*KARE:,No,,,,,,
*JULI:,No,,,,,,
*GARY:,,,,,,,
*JULI:,Too many teeth and hair,,,,,,
*KARE:,Bye,,,,,,
*KARE:,,,,,,,
*GARY:,,,,,,,
,Well,,,,,,
,Th,,,,,,
*GARY:,okay this is what you get,,,,,,
,and the guy hands it to you,,,,,,
*JULI:,l,,,,,,
,Yeah,,,,,,
*GARY:,Okay,,,,,,
*GARY:,l I have no idea,,,,,,
*GARY:,So I'll have to ask her,,,,,,
*JULI:,And s,,,,,,
*JULI:,I'm the,,,,,,
*JULI:,Okay I'm the agent,,,,,,
*JULI:,Let's see this is gonna go to the owner,,,,,,
*JULI:,So yeah,,,,,,
*JULI:,The owner would have the blue copy,,,,,,
*JULI:,The a I was the agent on this horse,,,,,,
*JULI:,I'm not the owner,,,,,,
*GARY:,So,,,,,,
*JULI:,But course,TI,T4,TI,I2?,UNMATCH,T4
*GARY:,The,,,,,,
*JULI:,we got him last July,,,,,,
*JULI:,l,,,,,,
,I just,,,,,,
*JULI:,I just can't bear to bring the brand inspector out for just one horse,,,,,,
,because it's only like seven bucks,,,,,,
,now this one was seventeen,,,,,,
,because,,,,,,
,he's getting a permanent brand inspection,,,,,,
*JULI:,Which you can keep,,,,,,
,for the,,,,,,
,for as long as you own the horse,,,,,,
*GARY:,What is a brand inspection,,,,,,
*JULI:,But it's,TI,T4,TI,I2?,UNMATCH,I2
*JULI:,What it is is your l,,,,,,
,for horse or cattle,,,,,,
,in the State of Colorado,,,,,,
*GARY:,Oh,,,,,,
*JULI:,Regis tration,,,,,,
*GARY:,It's like re gistering a car,,,,,,
*JULI:,Right,,,,,,
*JULI:,And and,,,,,,
*GARY:,Or or uh,,,,,,
,not registering,,,,,,
,but uh,UM,T3,UM,T3,MATCH,T3
,passing title,,,,,,
*JULI:,Mhm,,,,,,
*GARY:,To a car,,,,,,
*JULI:,And,,,,,,
,see the thing is,,,,,,
,what makes it good,,,,,,
,uh is if you don't have a legal brand inspection,,,,,,
*JULI:,On a horse when you take him to the auction,,,,,,
,you can't run him through the auction,,,,,,
,they will impound the horse,,,,,,
*GARY:,Wow,,,,,,
*JULI:,So,,,,,,
,if somebody goes and forg es,,,,,,
*GARY:,,,,,,,
*JULI:,a little bill of sale that looks like this,,,,,,
,and steals a horse out of my pasture,,,,,,
,and takes it to the auction,,,,,,
,they're gonna impound the horse and check it out,,,,,,
*JULI:,Look for identifying marks,,,,,,
*JULI:,And not send that horse to the killers,,,,,,
*GARY:,Oh okay,,,,,,
*GARY:,Okay,,,,,,
*JULI:,That's why it's real important,,,,,,
*GARY:,Yeah,,,,,,
*GARY:,uh How do you uh,,,,,,
,I guess you just look it up in the phone book,,,,,,
,for uh,,,,,,
*JULI:,Well you usually you can you can,,,,,,
*GARY:,Colorado State Department of Agriculture or some thing,,,,,,
*JULI:,,,,,,,
,I c an never find it in the phone book,,,,,,
*JULI:,Call the vet,,,,,,
*JULI:,All the vets know the number,,,,,,
*GARY:,Vet,,,,,,
*JULI:,of the brand inspector,,,,,,
*GARY:,okay,,,,,,
*JULI:,And I have it on file too,,,,,,
*JULI:,His name is um,,,,,,
,our our current brand inspector is a real cutie,,,,,,
*JULI:,Let's see,,,,,,
*JULI:,What's his name,,,,,,
*JULI:,Bart Zuckerman,,,,,,
*JULI:,Is our current brand inspector,,,,,,
*GARY:,Okay,,,,,,
*JULI:,And he lives right here in Colorado Springs,,,,,,
*GARY:,Oh yeah,,,,,,
*GARY:,Hey,,,,,,
*JULI:,It's a Five Five Five number,,,,,,
*GARY:,Okay,,,,,,
*JULI:,I had a hard time getting hold of him this time,,,,,,
,his uh answering machine wasn't working,,,,,,
*GARY:,Okay,,,,,,
*JULI:,But,TI,I2,TI,T4,UNMATCH,I2
*GARY:,,,,,,,
*JULI:,he is a cutie,,,,,,
*JULI:,I mean he he's,,,,,,
*JULI:,He models for Shepler's magazine,,,,,,
*JULI:,Really nice looking young fellow,,,,,,
*JULI:,I don't know,,,,,,
*JULI:,He's got,,,,,,
*JULI:,I think he's got a couple kids,,,,,,
*JULI:,But,UI,T4,UI,T4,MATCH,T4
,very nice,,,,,,
*JULI:,Polite cowboy type,,,,,,
*JULI:,,,,,,,
,And on our last,,,,,,
*GARY:,Alright,,,,,,
*JULI:,I just get used to a brand inspector and they switch em on us,,,,,,
*GARY:,,,,,,,
*JULI:,Donald Bradbury was our brand inspector for years,,,,,,
*JULI:,And um,,,,,,
,I mean,,,,,,
,he knew me real well because I,,,,,,
,I'd go through seven eight horses a year out here and,,,,,,
*GARY:,Wow,,,,,,
*JULI:,Well,,,,,,
*GARY:,What do you what do you do here,,,,,,
*JULI:,cause I'm an,,,,,,
*JULI:,I'm an agent,,,,,,
*JULI:,I teach riding lessons,,,,,,
*GARY:,Oh,,,,,,
*JULI:,and I buy and sell,,,,,,
,and I'm an agent,,,,,,
*GARY:,Oh,,,,,,
*JULI:,I'll,,,,,,
*JULI:,I'll find horses for people,,,,,,
,that,,,,,,
*GARY:,O kay,,,,,,
*JULI:,And so I act as an agent,,,,,,
*GARY:,So you match a a a customer with a horse,,,,,,
*JULI:,Yeah it's sorta like a dating service,,,,,,
*JULI:,It's wonder ful,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,It's really a lotta f un,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Yeah,,,,,,
*GARY:,So they know that,,,,,,
,that you can do this,,,,,,
,so they tell you,,,,,,
,hey,,,,,,
,I really need this kind of a horse,,,,,,
*JULI:,Right,,,,,,
*GARY:,,,,,,,
*JULI:,Well uh m,,,,,,
*JULI:,Most of the time it's my students,,,,,,
*JULI:,And when they're ready to buy a horse,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,then I look for a horse for em,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Like with uh Peggy's horse,,,,,,
,I looked at twenty eight horses in ten days,,,,,,
*GARY:,,,,,,,
*JULI:,be fore I found the one that I thought would suit her,,,,,,
*GARY:,,,,,,,
*JULI:,And she's a wonderful horse,,,,,,
*JULI:,And I didn't even dicker on the price for her,,,,,,
*JULI:,Because I thought the price was so good,,,,,,
*GARY:,Mhm,,,,,,
*JULI:,,,,,,,
,And we paid twenty five hundred for her,,,,,,
*JULI:,And she was a nine year old Anglo Arab,,,,,,
,Um,,,,,,
,about fifteen three,,,,,,
,lovely mare,,,,,,
*JULI:,She's cleaning up in competitive trail and,,,,,,
,and doing reasonably well at the shows,,,,,,
*JULI:,And the mare's real cute,,,,,,
,takes good care of her,,,,,,
,she hunts her,,,,,,
,goes out to the,,,,,,
,the fox hunt and hunts her all winter,,,,,,
*GARY:,Fox hunt,,,,,,
*JULI:,Yeah we hunt,,,,,,
*JULI:,But we hunt coyotes in Colorado,UI,T3,UI,T4,UNMATCH,T3
*JULI:,But we don't kill them,UI,T1,UI,T1,MATCH,T1
*JULI:,We just chase em,,,,,,
*GARY:,Where 's the fox hunt,,,,,,
*JULI:,But it,UI,T4,TI,T4,MATCH,T4
,we have,,,,,,
,we have um,,,,,,
*GARY:,My dad does that,,,,,,
*JULI:,thirty two,,,,,,
,um,,,,,,
,English foxhounds,,,,,,
*JULI:,At our club,,,,,,
*GARY:,Really,,,,,,
*JULI:,Out,,,,,,
,uh it's at,,,,,,
*GARY:,What club is that,,,,,,
*JULI:,It's the Bijou Springs,,,,,,
,Bi,,,,,,
*JULI:,No,,,,,,
*JULI:,Bijou Hunt Club,,,,,,
*JULI:,B Bijou Springs Hunt Club I guess it's called,,,,,,
*JULI:,And it's out at Bijou Springs Ranch,,,,,,
,we lease twenty thousand acres to hunt on out there with the kennels,,,,,,
*GARY:,,,,,,,
*JULI:,Costs us twelve thousand six hundred dollars a year for the lease,,,,,,
,for the right to hunt out there,,,,,,
,and have the clubhouse and the kennels,,,,,,
*JULI:,And it belongs to,,,,,,
,think of his name,,,,,,
*JULI:,Real rich guy,,,,,,
*JULI:,He's laugh got a hunting preserve,,,,,,
,preserve on the place with elk and,,,,,,
*GARY:,Wow,,,,,,
*JULI:,white tailed deer and,,,,,,
*GARY:,Where is Bijou Springs,,,,,,
*JULI:,he's getting moose now,,,,,,
*JULI:,Oh it's out close to Calhan,,,,,,
*JULI:,It's gorgeous country,,,,,,
*GARY:,Calhan,,,,,,
*JULI:,It's like,,,,,,
,northwest,,,,,,
*JULI:,Just northwest of Calhan,,,,,,
*JULI:,And it's beautiful beautiful country,,,,,,
*JULI:,Way out there in nowhere,,,,,,
*GARY:,Out wh,,,,,,
*GARY:,Th are there any trees out there,,,,,,
*GARY:,Or is it,,,,,,
*JULI:,l,,,,,,
*JULI:,Yeah,,,,,,
,we have a lotta trees,,,,,,
,We hunt through the trees,,,,,,
,and bounce off them from time to time and,,,,,,
*GARY:,,,,,,,
,,,,,,,
*JULI:,We have several scars in this barn,,,,,,
,from people bouncing l,,,,,,
*GARY:,Golly day,,,,,,
*JULI:,It's it's not,,,,,,
*GARY:,That sounds like fun though,,,,,,
*JULI:,It's not a sport for the timid,,,,,,
*JULI:,You've gotta be pretty brave,,,,,,
*JULI:,To do it,,,,,,
*JULI:,Or stupid,,,,,,
*GARY:,Mm,,,,,,
*JULI:,It's a it's uh sport for either the brave or the stu pid laugh,,,,,,
*GARY:,,,,,,,
,I've never done it,,,,,,
*JULI:,,,,,,,
*GARY:,My dad has done it,,,,,,
*JULI:,W,,,,,,
*JULI:,the fox hunting,,,,,,
*GARY:,He's,,,,,,
*GARY:,M hm,,,,,,
*JULI:,On hor seback,,,,,,
*GARY:,Mm,,,,,,
*JULI:,Where at,,,,,,
*GARY:,California,,,,,,
*GARY:,Down near uh,,,,,,
*JULI:,Do you know the name of the hunt,,,,,,
*GARY:,No,,,,,,
,I don't know anything,,,,,,
*GARY:,Let's see,,,,,,
*GARY:,,,,,,,
,No,,,,,,
*GARY:,All I I know where it is,,,,,,
*GARY:,It's over near uh,,,,,,
,,,,,,,
,Palo Alto,,,,,,
*JULI:,Mhm,,,,,,
*JULI:,Yeah,,,,,,
*JULI:,I know there's a hunt out near Palo Alto,,,,,,
,I don't know the name of it,,,,,,
*GARY:,Yeah,,,,,,
*JULI:,Well let me show you my barn,,,,,,
*JULI:,If you're interested,,,,,,
*GARY:,Sure,,,,,,
*JULI:,I've,,,,,,
*JULI:,I've been out hunting for a rake,,,,,,
,but I found it,UI,T1,UI,T4,UNMATCH,T1
*JULI:,Oh your brother's sitting in his car,,,,,,
*JULI:,Why is he doing that,,,,,,
*GARY:,Oh,,,,,,
*JULI:,With his tape recorder sitting here,,,,,,
*GARY:,I don't know,,,,,,
*GARY:,He's uh,,,,,,
,He's just recording conversations,,,,,,
*JULI:,,,,,,,
*GARY:,So we'll just keep it going here,,,,,,
*GARY:,They're not for content,,,,,,
,they're doing it for linguistic purposes,,,,,,
*JULI:,Right,,,,,,
,for linguistics,,,,,,
*GARY:,Making a m massive database,,,,,,
*JULI:,Come on dogs,,,,,,
*JULI:,Dogs,,,,,,
*JULI:,Come on,,,,,,
*GARY:,Come on,,,,,,
*JULI:,That's good,,,,,,
*JULI:,That's enough,,,,,,
*GARY:,Okay,,,,,,
*JULI:,Two dogs is enough at once,,,,,,
*JULI:,,,,,,,
,Ask him if he'd like to come see the barn,,,,,,
*GARY:,Matt,,,,,,
*GARY:,You wanna see the barn,,,,,,
*MATT:,Sure,,,,,,
*GARY:,Let me give you this,,,,,,
*JULI:,I didn't know you'd come out to sit in your car,,,,,,
*MATT:,Oh,,,,,,
,just taking it easy here,,,,,,
*MATT:,Yeah,,,,,,
*GARY:,l,,,,,,
*MATT:,So you got a new barn,,,,,,
*MATT:,Or a o ld barn,,,,,,
*JULI:,,,,,,,
,l,,,,,,
*JULI:,The barn's new,,,,,,
*GARY:,l that's a big dog,,,,,,
*GARY:,Or is this a horse,,,,,,
*JULI:,Puppy,,,,,,
*MATT:,,,,,,,
*GARY:,Pony,,,,,,
*JULI:,It's a puppy,,,,,,
*GARY:,l,,,,,,
,What kind is he,,,,,,
*JULI:,,,,,,,
,He's a Great Dane,,,,,,
*GARY:,Great Dane,,,,,,
*JULI:,He was left starving and sick at my vet's clinic for,,,,,,
*JULI:,pretty bad shape,,,,,,
,They picked him up and I adopted him from the Humane Society,,,,,,
*JULI:,He weighed seventy two pounds,,,,,,
,and now he weighs a hundred and l,,,,,,
*JULI:,Christmas gift,,,,,,
*GARY:,,,,,,,
*MATT:,Seventy two poun ds,,,,,,
*JULI:,He,,,,,,
*JULI:,He got me for Christmas,,,,,,
*MATT:,I can't imagine that dog,,,,,,
*GARY:,,,,,,,
*MATT:,weighing seven ty two pounds,,,,,,
*GARY:,Seventy two,,,,,,
*JULI:,And now he's,,,,,,
*GARY:,He must've had a lotta ribs showing,,,,,,
*JULI:,He was,,,,,,
*JULI:,Oh,,,,,,
,you could see his hips,,,,,,
,every,,,,,,
,every bone in his spine,,,,,,
*GARY:,Mm,,,,,,
*MATT:,So what were,,,,,,
*MATT:,What was happening to him,,,,,,
*MATT:,,,,,,,
*JULI:,Well he had real bad diarrhea,,,,,,
,and he hadn't been fed properly,,,,,,
,and he didn't have the right nutrition,,,,,,
,so hopefully he won't get to the size he should,,,,,,
*GARY:,,,,,,,
*JULI:,Hopefully he's almost full grown,,,,,,
*MATT:,,,,,,,
,Yeah laugh,,,,,,
*JULI:,Cause,,,,,,
,cause male Great Danes can get upwards of a hundred and seventy five pounds,,,,,,
*GARY:,Mm,,,,,,
*JULI:,And I don't want him to get that big,,,,,,
*JULI:,l,,,,,,
*JULI:,That's Hap,,,,,,
*JULI:,He's one of those l thoroughbreds,,,,,,
*MATT:,Yeah,,,,,,
*JULI:,He's a boarder,,,,,,
*JULI:,I now own,,,,,,
*GARY:,,,,,,,
*GARY:,What does that mean,,,,,,
*JULI:,He boards here,,,,,,
*JULI:,I board,,,,,,
*GARY:,Oh oh oh,,,,,,
*JULI:,Yeah,,,,,,
*JULI:,I only own five of em now,,,,,,
,and two of them are somewhere else,,,,,,
,cause I don't have room for em,,,,,,
*JULI:,My mare and foal are down the hill,,,,,,
*GARY:,What is that,,,,,,
*JULI:,It's a granary,,,,,,
,it holds about four thousand pounds of grain,,,,,,
*GARY:,Oh,,,,,,
*GARY:,Wow,,,,,,
*JULI:,l,,,,,,
*JULI:,I have,,,,,,
*GARY:,I've never seen anybody had one of those at a barn,,,,,,
*JULI:,Well I feed between twenty and twenty five horses all year round,,,,,,
*GARY:,,,,,,,
*JULI:,So I can't buy it by the sack,,,,,,
*GARY:,,,,,,,
*JULI:,I go through,,,,,,
*MATT:,l have trucks come out here,,,,,,
*JULI:,Yeah I go through about three hundred pounds a day,,,,,,
*GARY:,Oh laugh man,,,,,,
