speaker,script,position1,function1,position2,function2,match,agreement
,It's it's a,,,,,,
*DAN:,They get paid per job,,,,,,
*LUCY:,it was a contract bid,,,,,,
,so they get paid per job,,,,,,
*ALLE:,Yeah,,,,,,
,but I imagine,UI,I1,UI,T1,UNMATCH,T4
,I imagine they also have a little thing called cost plus,,,,,,
*LUCY:,Oh,,,,,,
,well probably,,,,,,
*JOHN:,Yeah,,,,,,
*LUCY:,they probably do,,,,,,
*LUCY:,But,UI,I2,UI,I2,MATCH,
,yeah,,,,,,
*ALLE:,They don't do anything for the government,,,,,,
,unless it's cost plus,,,,,,
*LUCY:,No,,,,,,
*LUCY:,But when you c,UI,T4,UI,T4,MATCH,
*LUCY:,I was telling John,,,,,,
,I just did an ad for The Patriot,,,,,,
*LUCY:,Yesterday when I was in work,,,,,,
*LUCY:,Nine hundred thousand dollars,,,,,,
,for thirty four residences,,,,,,
*LUCY:,In East Boston and Revere,,,,,,
*LUCY:,So our contract was similar,,,,,,
*LUCY:,So it's it's an average of fifty thousand,,,,,,
*AL:,Yeah,,,,,,
*LUCY:,You know,,,,,,
,between f thirty and fifty thousand,,,,,,
*LUCY:,Depending on how much they do in each house,,,,,,
*LUCY:,Like some people didn't want the rooms done,,,,,,
*LUCY:,We figured,,,,,,
,our living room was so big,,,,,,
,why not take advantage,,,,,,
,and have them put new walls laugh,,,,,,
*AL:,Oh sure,,,,,,
*LUCY:,you laugh know laugh,,,,,,
*AL:,Might as well get everything,,,,,,
*JOHN:,fif ty thousand,,,,,,
*LUCY:,,,,,,,
*AL:,Might as well not take everything they're willing to give you,,,,,,
*LUCY:,Yeah,,,,,,
*LUCY:,That's right,,,,,,
*LUCY:,That's that's what we said,,,,,,
*JOHN:,Gotta,,,,,,
*LUCY:,so,,,,,,
*DAN:,And al so,,,,,,
,the ceiling fell down already,,,,,,
*DAN:,So,,,,,,
*LUCY:,Well,,,,,,
,but they didn't do the ceiling,UI,T4,UI,T1,UNMATCH,T1
,unfortunately,,,,,,
,because it's not on a top floor,,,,,,
*DAN:,Are they gonna replace that,,,,,,
*LUCY:,No,,,,,,
*DAN:,That doesn't go with doing over the room,,,,,,
*DAN:,The ceiling isn't considered laugh part of the living room,,,,,,
*LUCY:,No,,,,,,
*LUCY:,O no,,,,,,
,O nly if,,,,,,
,that room,,,,,,
,is on the top level of the house,,,,,,
*ANNE:,What did you drop,,,,,,
*ENV:,,,,,,,
*LUCY:,If it's on the top level of the house,,,,,,
,they would,,,,,,
,because they needed to soundproof it,,,,,,
*LIND:,Al,,,,,,
,there's nobody,,,,,,
*LIND:,oh the girls are in there,,,,,,
*LUCY:,but there's two levels above,TI,T4,TI,T4,MATCH,
*LUCY:,So they didn't have to,,,,,,
*LUCY:,Unfortunately,,,,,,
*ANNE:,Hunh,,,,,,
*AL:,So what l,,,,,,
*AL:,I'm curious now,,,,,,
*AL:,What did they do to the walls,,,,,,
*LUCY:,Oh,,,,,,
,wait till you see what they did in the living room,,,,,,
*LUCY:,When,,,,,,
*LUCY:,when we get the walls painted and everything,,,,,,
,you'll all have to come over,,,,,,
*LUCY:,And laugh just laugh see laugh,,,,,,
*AL:,Oh is the room smaller or something now,,,,,,
*AL:,Did they,,,,,,
*LUCY:,They went in five inches,,,,,,
,on the two outside walls,,,,,,
*LUCY:,They put in,,,,,,
*LUCY:,they studded the outside walls,,,,,,
,from the inside,,,,,,
*LUCY:,You know,,,,,,
,the inside of the room,,,,,,
*LUCY:,Um,,,,,,
,and then they put insulation,,,,,,
,and then they put soundproof boards,,,,,,
*LUCY:,Then they put two layers,,,,,,
,of three quarter inch drywall,,,,,,
*LUCY:,And then they taped it all,,,,,,
,and skim coated it,,,,,,
*LUCY:,It's beautiful,,,,,,
*AL:,Oh they skim coated it too,,,,,,
*LUCY:,Yep,,,,,,
*AL:,they didn't just tape it,,,,,,
*LUCY:,Yeah,,,,,,
*AL:,l,,,,,,
*LUCY:,And then they put a primer coat of paint on it,,,,,,
*LUCY:,So all we have to do is go in and paint it,,,,,,
*LUCY:,They put new woodwork along the bottom,,,,,,
,and all new woodwork around the windows,,,,,,
*LUCY:,Danny and I got crap woodwork,,,,,,
*LUCY:,Ev,,,,,,
*LUCY:,All the room,,,,,,
*LUCY:,windows had to have woodwork for them to,,,,,,
,So,,,,,,
,that room out back,,,,,,
,that used to be a porch,,,,,,
*AL:,Mhm,,,,,,
*LUCY:,Danny and I put wallboard up,,,,,,
,and then we got this garbage trim,,,,,,
*LUCY:,That was on sale for three ninety five,,,,,,
*LUCY:,They replaced it with the stuff that was thirteen ninety laugh five laugh,,,,,,
*ANNE:,Mm,,,,,,
*DAN:,Yeah,,,,,,
*ENV:,,,,,,,
*DAN:,Had to put the,,,,,,
*DAN:,You had to go through the aggra vation,,,,,,
*LUCY:,uh Of put ting it up,,,,,,
*DAN:,Spending the money on this trash,,,,,,
*LUCY:,It had to be there,,,,,,
,before they would replace,,,,,,
*DAN:,putting the trim up,,,,,,
,before they would work on it,,,,,,
*LUCY:,Mm,,,,,,
*JOHN:,come in and tear it down and replace it,,,,,,
*LUCY:,Although,,,,,,
,did I tell you that guy that put the hole,,,,,,
*DAN:,just to get an,,,,,,
*LUCY:,Remember the guy that put the hole,,,,,,
*LIND:,,,,,,,
*LUCY:,in the back of his house,,,,,,
,because he decided he'd l,,,,,,
*ANNE:,,,,,,,
*DAN:,,,,,,,
,And they wouldn't re place it,,,,,,
*ANNE:,,,,,,,
*LUCY:,They did,,,,,,
*DAN:,Cause there were,,,,,,
*DAN:,Oh they di d,,,,,,
*LUCY:,Y es,,,,,,
,l,,,,,,
*DAN:,Oh I thought they told him,,,,,,
*LUCY:,so they re pla,,,,,,
*LUCY:,they put in,,,,,,
*DAN:,they told,,,,,,
*DAN:,didn't they originally tell him,,,,,,
,he had to put a,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,he had to put a window in,,,,,,
*LIND:,uh,,,,,,
*LUCY:,Well that was the guy,,,,,,
,that used to live around the corner,,,,,,
*LIND:,,,,,,,
*LUCY:,from mom and dad,,,,,,
*DAVE:,Now how much the Patriots losing by,,,,,,
*LUCY:,that died,,,,,,
*LUCY:,He died right after they l,,,,,,
*AL:,It was almost seventeen in the fourth,,,,,,
*ANNE:,Well that'll teach him,,,,,,
*X:,Are they winning,,,,,,
*ANNE:,,,,,,,
*AL:,No they're losing,,,,,,
*ALLE:,Is that plugged in yet,,,,,,
*AL:,Buffalo was driving em,,,,,,
*ALLE:,or what,,,,,,
*DAVE:,Of course they're losing,,,,,,
*LUCY:,You might,,,,,,
*LUCY:,Oh,,,,,,
*LUCY:,Well well,,,,,,
*LUCY:,You know the,,,,,,
*LUCY:,You know who I mean,,,,,,
*LUCY:,The guy that used to live around the corner,,,,,,
*DAVE:,,,,,,,
*LUCY:,That during bussing,,,,,,
,had the illiterate spelt wrong on the side of his house,,,,,,
*DAN:,Oh yeah yeah,,,,,,
,the Italian guy that l,,,,,,
*DAN:,You mean the guy that lived in Charles town,,,,,,
*LUCY:,Yes,,,,,,
*LUCY:,Yeah,,,,,,
*DAVE:,You can watch,,,,,,
,,,,,,,
*LUCY:,He moved down near me,,,,,,
*AL:,That was in tentional though Lucy,,,,,,
*LIND:,,,,,,,
*DAN:,Yeah,,,,,,
,that was a,,,,,,
,that was a ga g,,,,,,
*AL:,Having illiterate spelled,,,,,,
*LUCY:,No,,,,,,
*LUCY:,I don't think l he did,,,,,,
*AL:,,,,,,,
*LUCY:,he didn't know how to spell it,,,,,,
*ANNE:,Mm,,,,,,
*LUCY:,That was,,,,,,
*DAVE:,Jane,,,,,,
*LUCY:,,,,,,,
,,,,,,,
*DAN:,Well it was close,,,,,,
*DAN:,But it was a ga g,UI,T1,UI,T4,UNMATCH,T1
*LUCY:,,,,,,,
*DAN:,He probably didn't know himself,,,,,,
*LUCY:,No,,,,,,
*LUCY:,I'm sure he didn't,,,,,,
*DAN:,He went and looked it up in the dictionar y,,,,,,
*LUCY:,,,,,,,
*DAN:,so that he could spell it wrong on purpose,,,,,,
*LUCY:,,,,,,,
*AL:,,,,,,,
*LUCY:,,,,,,,
,Yeah,,,,,,
*LUCY:,But the windows Al,UI,T4,UI,T4,MATCH,
*LUCY:,Are,,,,,,
*DAN:,,,,,,,
*ANNE:,Al is smoking,,,,,,
*LUCY:,This,,,,,,
,this wide now,,,,,,
*LUCY:,They're,,,,,,
,the living room windows,,,,,,
*LUCY:,It's two complete windows,,,,,,
*LUCY:,They have,,,,,,
,And,,,,,,
,all of the windows are four sheets of glass thick,,,,,,
*LUCY:,There are two levels,,,,,,
,on the top,,,,,,
,and two levels on the bottom,,,,,,
*LUCY:,With,,,,,,
,double glass,,,,,,
*LUCY:,So,,,,,,
,I have to open,,,,,,
,in every room I have to open at least two windows,,,,,,
*LUCY:,To get to the screen,,,,,,
*LUCY:,And the screen is full level,,,,,,
,from the top to the bottom of the window,,,,,,
*AL:,Mhm,,,,,,
*LUCY:,They're really nice,,,,,,
*DAN:,l,,,,,,
*LUCY:,Unfortunately,,,,,,
*ANNE:,So how is that for washing your win dows,,,,,,
*LUCY:,We're three years too late,,,,,,
*LIND:,Did you leave it over there,,,,,,
*LUCY:,You can pull,,,,,,
*LIND:,Cause I just brought this one down,,,,,,
*LUCY:,They,,,,,,
*ANNE:,,,,,,,
*LUCY:,Each panel comes out,,,,,,
*ANNE:,Oh,,,,,,
,nice,,,,,,
*LUCY:,And you wash them from the inside,,,,,,
*AL:,Oh they,,,,,,
*LUCY:,Three years ago they put central air conditioning,,,,,,
*LUCY:,But they stopped that,UI,T1,TI,T2,UNMATCH,T1
*LUCY:,Because the federal government decided that it was,,,,,,
*DAN:,,,,,,,
*ANNE:,Extrav agant use of money,,,,,,
*JOHN:,Oh man,,,,,,
*LUCY:,Cost prohibitive,,,,,,
*JOHN:,Too bad they,,,,,,
*JOHN:,C oh,,,,,,
*JOHN:,Oh God,,,,,,
*LUCY:,They did it in,,,,,,
*JOHN:,Too bad you couldn't've got in on that,,,,,,
*LUCY:,Connecticut,,,,,,
*LUCY:,Connecticut and Rhode Island got the central air conditioning,,,,,,
*JOHN:,Ah,,,,,,
*LUCY:,But they didn't,TI,T1,TI,T4,UNMATCH,T1
,They,,,,,,
*ANNE:,That's good for about three grand,,,,,,
*LUCY:,Yeah,,,,,,
*LUCY:,they stopped it by the time,,,,,,
*ALLE:,Could you move your house over there John,,,,,,
*LUCY:,they got up here,,,,,,
*ALLE:,and have the planes go over,,,,,,
*LUCY:,I know,,,,,,
*JOHN:,Yeah laugh,,,,,,
*ANNE:,,,,,,,
*JOHN:,,,,,,,
*LUCY:,You know actually though,,,,,,
*ALLE:,,,,,,,
*LUCY:,you can still hear the planes,,,,,,
*JOHN:,l,,,,,,
*JOHN:,I was just gonna ask you,,,,,,
*LUCY:,I mean it's not,,,,,,
,It,,,,,,
*LUCY:,S,,,,,,
*LUCY:,Sabina said,,,,,,
,she had hers done last fall,,,,,,
*X:,,,,,,,
*LUCY:,And she said,,,,,,
,she could notice,,,,,,
,a big difference in the winter,,,,,,
*LUCY:,But in the summer,UI,T2,UI,T2,MATCH,
,when you have your windows open anyway,,,,,,
*JOHN:,Oh yeah,,,,,,
*LUCY:,It really doesn't make any difference for her,,,,,,
*AL:,Well that's why you should've made a case for the air conditioning,,,,,,
*JOHN:,That's right,,,,,,
*AL:,You know I wouldn't have to open my windows,,,,,,
*JOHN:,Yeah,,,,,,
*LUCY:,I know,,,,,,
*DAN:,,,,,,,
*LUCY:,But that,TI,T4,TI ,T4,MATCH,
,that was what the d,,,,,,
,the guy that came,,,,,,
,the first day from Mass Port said,,,,,,
*LUCY:,boy,,,,,,
,unfortunately,,,,,,
,you're a couple of years l,,,,,,
*JOHN:,Ah,,,,,,
,that would be beautiful,,,,,,
*DAN:,,,,,,,
*LUCY:,,,,,,,
*DAN:,How much complaining can you do,,,,,,
*DAN:,What did they spend on your house,,,,,,
*LUCY:,Oh it had,,,,,,
*DAN:,probably twenty five thousand,,,,,,
*LUCY:,It has to,,,,,,
*LUCY:,Oh more than that Dan,,,,,,
*DAN:,l thousand,,,,,,
*JOHN:,More,,,,,,
*LUCY:,More than that,,,,,,
*DAN:,Like I said,,,,,,
*DAN:,uh Just give me the money and,,,,,,
*LUCY:,Mhm,,,,,,
*DAN:,you can have the house,,,,,,
*DAN:,,,,,,,
,We'll start somewhere else,,,,,,
*DAN:,It is a really strange regulation though,,,,,,
*DAN:,Um,,,,,,
,did all this work,,,,,,
,just so they could,,,,,,
*JOHN:,Come in and tear it down,,,,,,
*LUCY:,So that you can't s,,,,,,
*DAN:,come,,,,,,
,tear it laugh down laugh,,,,,,
*LUCY:,I know,,,,,,
*DAN:,And laugh get in the carpen ters' l,,,,,,
*LUCY:,But they,TI,I2,TI,I2,MATCH,
*LUCY:,You s ign a c ontract,,,,,,
*DAN:,l,,,,,,
*LUCY:,that you can't sue them for noise pollution,,,,,,
*LUCY:,For at least twenty years after the work is completed,,,,,,
*DAN:,l,TI,I2,TI,I2,MATCH,
*DAN:,But for them it 's uh,UI,T4,UI,T4,MATCH,
*LUCY:,,,,,,,
*DAN:,you know,,,,,,
,for the workers themselves it's like,,,,,,
*ANNE:,Hunh,,,,,,
*DAN:,The room was b,,,,,,
*DAN:,The room didn't even have anything up John,,,,,,
*DAN:,There was no,,,,,,
,No walls,,,,,,
,nothing,,,,,,
*LUCY:,We put the walls up,,,,,,
*DAN:,They could've just p opped them,,,,,,
,Yeah,,,,,,
*JOHN:,Yeah,,,,,,
*DAN:,They could've just popped the windows out,,,,,,
*DAN:,Without any trou ble,,,,,,
*LUCY:,Hm,,,,,,
*DAN:,Put the windows back,,,,,,
,put the new win dows in,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,They had to come in and tear stuff down,,,,,,
*LUCY:,Yeah,,,,,,
*LUCY:,And of course,,,,,,
,the stuff that we put up,,,,,,
,wasn't first quality,,,,,,
,because,,,,,,
,w why would we spend the money,,,,,,
*JOHN:,Yeah laugh,,,,,,
*LUCY:,if they're gonna replace it if they crack it,,,,,,
,so everything they touched,,,,,,
*ALLE:,Did they take the woodwork down,,,,,,
*DAN:,We made sure we used stuff that they'd crack,,,,,,
*ALLE:,that Danny put in your k itchen,,,,,,
*LUCY:,Yes,,,,,,
,they put up stuff that was worth three times the money,,,,,,
*ALLE:,And they told you to f,,,,,,
*ALLE:,you had to do that,,,,,,
*LUCY:,Well,,,,,,
,it had to be existing,,,,,,
*LUCY:,In order for them to replace it,,,,,,
*ALLE:,Oh,,,,,,
*DAN:,We had to fin ish that whole second floor room,,,,,,
*LUCY:,They had to bring out whatev,,,,,,
*LUCY:,You know,,,,,,
,the,,,,,,
*LUCY:,It was like a tradeoff,,,,,,
*ALLE:,Ah,,,,,,
*AL:,What did they do upstairs Lucy,,,,,,
*AL:,Anything,,,,,,
*LUCY:,Um,,,,,,
,well,,,,,,
,in the,,,,,,
,you know the r,,,,,,
*LUCY:,There's a room off my bedroom,,,,,,
*LUCY:,That used to be a porch,,,,,,
*LUCY:,That Danny and I put the walls in,,,,,,
*AL:,Mhm,,,,,,
*DAN:,That Joe built,,,,,,
*LUCY:,And then we put a cei,,,,,,
*LUCY:,You know,,,,,,
,it was the r,,,,,,
*AL:,,,,,,,
*ANNE:,l,,,,,,
*LUCY:,house that Joe built,,,,,,
*DAN:,With everything in si deways,,,,,,
*ANNE:,,,,,,,
*JOHN:,,,,,,,
*LUCY:,All the windows were sideways,,,,,,
*DAN:,,,,,,,
*LUCY:,they,,,,,,
*LIND:,Hunh laugh,,,,,,
*LUCY:,We went in,,,,,,
,and we just threw up wood,,,,,,
,to straighten every thing out,,,,,,
,and put woodwork on,,,,,,
*LUCY:,They came in and they said,,,,,,
,while we were working on it,,,,,,
*LIND:,,,,,,,
*LUCY:,they said,,,,,,
,oh well gee,,,,,,
,you really need two sheets of sheetrock,,,,,,
*LUCY:,At least,,,,,,
,for insula,,,,,,
*LUCY:,for soundproof insulation,,,,,,
*LUCY:,If you don't feel like putting it up,,,,,,
,we'll put it up when we come in,,,,,,
*LUCY:,So we decided,,,,,,
*AL:,Not to bother,,,,,,
*LUCY:,Hey,,,,,,
,l let them do it,,,,,,
*AL:,Why bother,,,,,,
*AL:,Let them deal with it,,,,,,
*ANNE:,,,,,,,
*JOHN:,Mm,,,,,,
*LUCY:,You know,,,,,,
*DAN:,Well we put one ceiling up,,,,,,
*AL:,l,,,,,,
*LUCY:,We put one up,,,,,,
*LUCY:,But they put the second one,UI,T1,UI,T2,UNMATCH,T2
*DAN:,uh And they re quire you have a f,,,,,,
*X:,,,,,,,
*LUCY:,and they put the stuff in between,,,,,,
*DAN:,You had to have it fini,,,,,,
*DAN:,Well you had to have it finished anyway,,,,,,
*DAN:,For them to tear it down,,,,,,
*LUCY:,Well then we put,,,,,,
*DAN:,l,TI,T1,TI,T1,MATCH,T1
*LUCY:,we put the baseboard heat,,,,,,
*LUCY:,We put electric baseboard heat in,,,,,,
*LUCY:,Um,,,,,,
,because it had to be a heated room,,,,,,
*LUCY:,But they put all new windows in,UI,T4,UI,T2,UNMATCH,T4
,and we put up the junk woodwork,,,,,,
,and they put up,,,,,,
*DAN:,l,,,,,,
*AL:,Hm,,,,,,
*DAN:,It was great working in l,,,,,,
,We,,,,,,
*DAN:,We'd make these measurements,,,,,,
*DAN:,Like,,,,,,
,you had to measure,,,,,,
*LUCY:,,,,,,,
,,,,,,,
*DAN:,You put up a laugh piece laugh of plas,,,,,,
*LUCY:,uh,,,,,,
*DAN:,plaster board,,,,,,
*DAN:,You'd have to measure like,,,,,,
*ALLE:,How about,,,,,,
*DAN:,every two feet along,,,,,,
,So they,,,,,,
*LUCY:,l Because they had varied so much,,,,,,
*DAN:,you know it'd go from like,,,,,,
*LUCY:,It's just,,,,,,
*X:,,,,,,,
*DAN:,eight feet l ong in one spot,,,,,,
*LUCY:,,,,,,,
*DAN:,to like,,,,,,
,seven feet six inches over here or something,,,,,,
*LUCY:,But y,TI,I2,TI,I2,MATCH,
*LUCY:,But that wasn't bad,UI,T4,TI,T1,UNMATCH,T1
,when you consider that Joe used old doors,,,,,,
*DAN:,,,,,,,
*LIND:,,,,,,,
*LUCY:,that he found in l garbage buckets,,,,,,
*DAN:,,,,,,,
*ANNE:,,,,,,,
*LUCY:,from other people's homes,,,,,,
*X:,,,,,,,
*LUCY:,,,,,,,
,,,,,,,
*DAN:,Oh is he,,,,,,
*ALLE:,l,,,,,,
*DAN:,did he have uh,,,,,,
,Frank out uh,,,,,,
,Did he have uh,,,,,,
*LUCY:,,,,,,,
*DAN:,Frank out hunting for em,,,,,,
*LUCY:,,,,,,,
*DAN:,l,,,,,,
*LUCY:,He probably did,,,,,,
*DAN:,on garbage day,,,,,,
*DAN:,,,,,,,
*LUCY:,,,,,,,
*ALLE:,Can you get them to put some of them toilet seats in,,,,,,
*DAN:,Yeah,,,,,,
*ALLE:,that they put in the uh Navy,,,,,,
*X:,,,,,,,
*LIND:,,,,,,,
*ALLE:,Seven hundred dollars apiece,,,,,,
*LUCY:,Oh,,,,,,
,,,,,,,
*DAN:,They come close Dad,,,,,,
*DAN:,I didn't see in Lucy's house yet but,UI,T1,UI,T1,MATCH,T1
,I don't have to cause,,,,,,
,Johny gave me the,,,,,,
,the guided tour,,,,,,
,I couldn't get,,,,,,
,I couldn't get rid of Johny one day l,,,,,,
*LUCY:,I know it,,,,,,
*DAN:,I was out on their porch,,,,,,
*LUCY:,did Johny didn't have the French doors though,,,,,,
*LUCY:,The French doors are gorgeous,,,,,,
*DAN:,He had doors put on the back,,,,,,
*LUCY:,He had the sli ders,,,,,,
*DAN:,Yeah,,,,,,
*DAN:,He had sliders l,,,,,,
*LUCY:,But these are insi de French doors,TI,T3,TI,T1,UNMATCH,T3
,that they put on the living room,,,,,,
*LUCY:,You know that archway between the living room and the dining room,,,,,,
*LUCY:,And the um,,,,,,
*LIND:,,,,,,,
*DAN:,Yeah,,,,,,
*LUCY:,hall,,,,,,
*LUCY:,They're beautiful,,,,,,
*DAN:,He didn't have any,,,,,,
,uh Johny doesn't have any openings like that in his house,,,,,,
*LUCY:,l,,,,,,
*DAN:,l but the doors they put in,UI,T4,UI,T1,UNMATCH,T4
*X:,,,,,,,
*DAN:,they removed a,,,,,,
,He had like,,,,,,
,two year old top of the line Andersen sliding glass windows in,,,,,,
*DAN:,Going out to the porch,,,,,,
*DAN:,And they tore them out,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,Replaced that stuff,,,,,,
,they replaced em with was like,,,,,,
,five thousand dollar door or something,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,That was what J ohny s aid they're asking for,,,,,,
*LUCY:,Yeah,,,,,,
,Because the insul ation is unbelievable in them,,,,,,
*DAN:,Three panes of glass,,,,,,
*LUCY:,Yeah,,,,,,
*DAN:,Fifteen pound brass handles on them,,,,,,
*LUCY:,Mhm,,,,,,
,Now they use all brass,,,,,,
,they put a uh,,,,,,
*LUCY:,Our front door has two locks now,,,,,,
*LUCY:,It has the,,,,,,
,the one like we had,,,,,,
,the deadbolt,,,,,,
*LUCY:,And then it has the knob lock,,,,,,
*LUCY:,But it's,UI,T4,UI,T1,UNMATCH,T4
,y you use the same key for both of them,,,,,,
*LUCY:,And that's all brass,,,,,,
*LUCY:,They put all brass fixtures on the,,,,,,
,French doors in the living room,,,,,,
*DAN:,Those aren't even going anywhere,,,,,,
*LUCY:,No,,,,,,
*LUCY:,I know laugh,,,,,,
*DAN:,Did they make you put a door to the,,,,,,
