speaker,script,position1,function1,position2,function2,match,agreement
*JOHN:,I was af:raid th- a seagull ⌈6 got me ⌉6 . ,,,,,,
*LUCY:,                            ⌊6 &=laugh &=laugh ⌋6 . ,,,,,,
*ALLE:,(..) &{l=VOX Boy ,,,,,,
,⌈ oh &}l=VOX ⌉ . ,,,,,,
*LUCY:,⌊ &=laugh ⌋ &=laugh . ,,,,,,
*ANNE:,(..) &=laugh &=laugh . ,,,,,,
*AL:,(..) ⌈ Me⌉ss up poor John . ,,,,,,
*LUCY:,     ⌊ &=laugh ⌋ ,,,,,,
,They did paint the ⌈2 trim on ⌉2 ⌈3 the outside of the house ⌉3 . ,,,,,,
*JOHN:,                   ⌊2 Oh now ⌋2 ,,,,,,
,                               ⌊3 We'll get a napkin ⌋3 . ,,,,,,
*LIND:,                                 ⌊3 No: . ,,,,,,
*LIND:,No . ,,,,,,
*LIND:,No ⌋3 ,,,,,,
,⌈4 no ⌉4 . ,,,,,,
*JOHN:,⌊4 Oh ⌋4 . ,,,,,,
*LIND:,⌈5 Al ⌉5 . ,,,,,,
*JOHN:,⌊5 no ,,,,,,
,we'll ⌋5 get a napkin somewhere ,,,,,,
,don't worry about it . ,,,,,,
*LIND:,Hm [% laugh] . ,,,,,,
*ALLE:,⌈ X X X ⌉ +... ,,,,,,
*JOHN:,⌊ It's me ⌋ . ,,,,,,
*LUCY:,⌊ There was a ⌋ ⌈2 whole bun⌉2⌈3ch of them ⌉3 . ,,,,,,
*ANNE:,                ⌊2 What did he do ⌋2 ,,,,,,
,                            ⌊3 spit on him ⌋3 ? ,,,,,,
*JOHN:,                              ⌊3 This ⌋3 +/. ,,,,,,
*JOHN:,⌈4 This is ⌉4 +... ,,,,,,
*ANNE:,⌊4 What'd you ⌋4 ⌈5 do . ,,,,,,
*DAN:,                 ⌊5 Nah he ⌋5 ⌈6 just ⌉6 ⌈7 dropped some uh ⌉7 . ,,,,,,
*ANNE:,spit ⌉5                       ⌊6 on him ⌋6 ? ,,,,,,
*LUCY:,                              ⌊6 No ⌋6 ,,,,,,
,                                       ⌊7 he dr- +/. ,,,,,,
*LUCY:,he dropped ⌋7 ⌈8 S:a- +... ,,,,,,
*JOHN:,              ⌊8 This isn't X ⌋8 ⌈9 XX here ⌉9 . ,,,,,,
*LUCY:,dressing ⌉8                      ⌊9 &{l=@ all over ⌋9 ⌈ John's pants &}l=@ ⌉ . ,,,,,,
*ANNE:,                                 ⌊9 &=laugh &=laugh &=laugh &=laugh ⌋9 ⌊ &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh ⌋ . ,,,,,,
*DAN:,                                                      ⌊ S:auce on it ⌋ . ,,,,,,
*JOHN:,⌈2 It's just (..) me ⌉2 . ,,,,,,
*ANNE:,⌊2 &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh &=laugh ⌋2 . ,,,,,,
*LUCY:,⌊2 &=laugh &=laugh &=laugh &=laugh &=laugh ⌋2 &=laugh . ,,,,,,
*JOHN:,You [% laugh] know [% laugh] . ,,,,,,
*LUCY:,&=laugh &=laugh . ,,,,,,
*JOHN:,coffee stains ⌈ on the sh⌉⌈2irt ⌉2 . ,,,,,,
*LUCY:,              ⌊ &=laugh &=laugh ⌋ . ,,,,,,
*DAN:,                          ⌊2 &=laugh ⌋2 &=laugh ⌈3 &=laugh &=laugh ⌉3 . ,,,,,,
*LUCY:,                                                ⌊3 &=in ⌋3 This is the ⌈4 guy that we thought ⌉4 had one ⌈5 outfit Annette ⌉5 . ,,,,,,
*JOHN:,                                                                       ⌊4 &=laugh &=laugh &=laugh ⌋4 . ,,,,,,
*DAN:,                                                                                                         ⌊5 John likes it ⌋5 ,,,,,,
,⌈6 gives it charac⌉6⌈7ter ⌉7 . ,,,,,,
*ANNE:,⌊6 &=laugh &=laugh &=laugh &=laugh ⌋6 . ,,,,,,
*LUCY:,⌊6 for three years [% laugh] ⌋6 ,,,,,,
,                  ⌊7 un⌋7til &{l=@ you looked in his suit⌈8case &}l=@ . ,,,,,,
*JOHN:,                    ⌊7 Yeah ⌋7 . ,,,,,,
*DAN:,                                                         ⌊8 Gives the pants character ⌋8 . ,,,,,,
*LUCY:,&=laugh &=laugh &=laugh &=laugh &=laugh ⌉8 &=laugh &=laugh . ,,,,,,
*JOHN:,(.) &{l=WH Oh⌈9: &}l=WH ⌉9 . ,,,,,,
*LUCY:,             ⌊9 &=laugh &=in ⌋9 . ,,,,,,
*ANNE:,             ⌊9 Leave ⌋9 him alone . ,,,,,,
*ANNE:,He's got a tooth⌈ache ⌉ . ,,,,,,
*LUCY:,                ⌊ &=laugh ⌋ &=laugh . ,,,,,,
*DAN:,You can't talk ,,,,,,
,if you're not gonna sign my ⌊ form ⌋ . ,,,,,,
*ANNE:,⌈ Oh [% laugh] ⌉ . ,,,,,,
*LUCY:,⌊ G⌋:eez ,,,,,,
,I remember ⌈2 a time when ⌉2 . ,,,,,,
*JOHN:,           ⌊2 I tell you ,,,,,,
,I feel ⌋2 (.) ⌈3 better already . ,,,,,,
*LUCY:,              ⌊3 John's shirts were all cranberry ⌋3 . ,,,,,,
*JOHN:,just listening to those ⌉3 guys ,,,,,,
,⌈4 putting those ⌉4 windows ⌈5 in in one afternoon ⌉5 . ,,,,,,
*LUCY:,⌊4 &=laugh &=lengthened ⌋4 . ,,,,,,
*ANNE:,                            ⌊5 &=in And his ⌋5 s:ock⌈6s all had double stripes ⌉6 . ,,,,,,
*JOHN:,                                                    ⌊6 I say ,,,,,,
,better [% laugh] them than ⌋6 ⌈7 me ⌉7 . ,,,,,,
*LUCY:,                              ⌊7 I kn⌋7ow it . ,,,,,,
*AL:,(..) I know that feeling . ,,,,,,
*LUCY:,⌈ Oh ⌉ . ,,,,,,
*JOHN:,⌊ &{l=X Yi:⌋gads &}l=X . ,,,,,,
*LUCY:,(.) &=in ⌈2 But they paint- +... ,TI,T4,TI,T4,MATCH,
*ALLE:,         ⌊2 That's like anything ⌋2 . ,,,,,,
*LUCY:,they p⌉2ainted the inside the wrong color . ,,,,,,
*LUCY:,We had ⌈3 ordered this ⌉3 +... ,,,,,,
*LIND:,       ⌊3 Well you got it on ⌋3 Jo:hn . ,,,,,,
*LUCY:,(..) ⌈4 U:m ⌉4 . ,,,,,,
*ALLE:,     ⌊4 Well [% laugh] ⌋4 . ,,,,,,
*JOHN:,     ⌊4 &=laugh &=laugh ⌋4 &=laugh ⌈5 &=laugh &=laugh ⌉5 . ,,,,,,
*LUCY:,                                   ⌊5 like an ⌋5 eggshell color . ,,,,,,
*LUCY:,Be- +... ,,,,,,
*JOHN:,Thank ⌈ you Linda ⌉ . ,,,,,,
*LUCY:,      ⌊ the color ⌋ ⌈2 that we had the ⌉2 woodwork in the dining room . ,,,,,,
*ANNE:,                    ⌊2 &=ex ⌋2 . ,,,,,,
*LUCY:,(.) Similar to that . ,,,,,,
*AL:,That's good . ,,,,,,
*LUCY:,(.) Was on their list of ⌈ colors you could use ⌉ . ,,,,,,
*AL:,                         ⌊ XX ,,,,,,
,hm ⌋ . ,,,,,,
*LUCY:,So that's the ⌈2 color ⌉2 . ,,,,,,
*LIND:,              ⌊2 &=laugh ⌋2 . ,,,,,,
*LUCY:,We ⌈3 h- ⌉3 +... ,,,,,,
*AL:,   ⌊3 &=laugh ⌋3 &=laugh . ,,,,,,
*LUCY:,(.) wanted them to paint the inside trim of the new door they put on . ,,,,,,
*LUCY:,(..) The +/. ,,,,,,
*LUCY:,(..) the h- +/. ,,,,,,
*LUCY:,(.) &{l=X Ca⌈sement and the trim &}l=X ⌉ . ,,,,,,
*LIND:,            ⌊ &=COUGH &=COUGH ⌋ ,,,,,,
,&=in &=lengthened ⌈2 &=COUGH ⌉2 . ,,,,,,
*LUCY:,                  ⌊2 But they'd brought the ⌋2 wrong color paint ,TI,T1,TI,T1,MATCH,
,so they painted ⌈3 it white ⌉3 the first day . ,,,,,,
*X:,                ⌊3 &=in &=lengthened ⌋3 . ,,,,,,
*LUCY:,and the guy +/. ,,,,,,
*LUCY:,Pat said he came in ,,,,,,
,he had (..) been at unemployment ,,,,,,
,when he came back ,,,,,,
,he said ,,,,,,
,the guy said to him ,,,,,,
,(..) &=tsk (.) &=POUND &{l=VOX oh my God ,,,,,,
,we painted it the wrong color . ,,,,,,
*LUCY:,I just realized it . ,,,,,,
*LUCY:,(.) Don't worry ,,,,,,
,we'll be back tomorrow &}l=VOX . ,,,,,,
*LUCY:,They came back the next day ,,,,,,
,(..) put two more &{l=@ coats of paint on ,,,,,,
,the right color &}l=@ . ,,,,,,
*LUCY:,(..) &=laugh &=in &=laugh &=ex . ,,,,,,
*JOHN:,(..) Mm . ,,,,,,
*ANNE:,(.) ⌈ Good work⌉⌈2ers ⌉2 . ,,,,,,
*LUCY:,    ⌊ But they ⌋ ⌊2 stai⌋2⌈3:ned the doors . ,TI,T1,TI,T1,MATCH,
*ALLE:,                ⌊2 Yeah ⌋2 ⌊3 but the longer they're there ⌋3 . ,UI,T4,UI,I1,UNMATCH,T4
*LUCY:,and polyurethaned ⌉3 them ,,,,,,
,⌈4 and every- ⌉4 +... ,,,,,,
*AL:,⌊4 So what ⌋4 did they ⌈5 do- ⌉5 +... ,,,,,,
*ALLE:,                       ⌊5 You gotta ⌋5 realize ,,,,,,
,the longer they're there ,,,,,,
,(..) the longer their job'll last . ,,,,,,
*LUCY:,ʔWell- ,,,,,,
,no ,,,,,,
,but they +/. ,UI,I1,UI,I1,MATCH,
*LUCY:,it's done- +/. ,,,,,,
*LUCY:,it's a money basis . ,,,,,,
*LUCY:,They get paid ,,,,,,
,(..) It's it's a +... ,,,,,,
*DAN:,They get paid per ⌈ job ⌉ ? ,,,,,,
*LUCY:,                  ⌊ it was a ⌋ contract bid ,,,,,,
,so they get ⌈2 paid per job ⌉2 . ,,,,,,
*ALLE:,            ⌊2 Yeah ,,,,,,
,but I imagine ⌋2 ,UI,I1,UI,T1,UNMATCH,T4
,I imagine they also have a little thing called cost plus . ,,,,,,
*LUCY:,Oh ,,,,,,
,well probab⌈ly . ,,,,,,
*JOHN:,           ⌊ Yeah ⌋ . ,,,,,,
*LUCY:,they ⌋ probably do . ,,,,,,
*LUCY:,But ,UI,I2,UI,I2,MATCH,
,(..) yeah . ,,,,,,
*ALLE:,(..) They don't do anything for the government ,,,,,,
,unless it's ⌈ cost ⌉ plus . ,,,,,,
*LUCY:,            ⌊ No: ⌋ . ,,,,,,
*LUCY:,(..) But when you c- +/. ,UI,T4,UI,T4,MATCH,
*LUCY:,I was telling John ,,,,,,
,(..) I just did an ad for The Patriot . ,,,,,,
*LUCY:,(..) Yes:terday when I was in work . ,,,,,,
*LUCY:,(..) Nine-hundred thousand dollars ,,,,,,
,for thirty-four (..) residences . ,,,,,,
*LUCY:,(..) In East Boston and Revere . ,,,,,,
*LUCY:,(..) So our contract was similar . ,,,,,,
*LUCY:,(..) So it's ⌈ it's an ⌉ average of fifty thousand . ,,,,,,
*AL:,             ⌊ Yeah ⌋ . ,,,,,,
*LUCY:,You know ,,,,,,
,between f- (..) thirty and fifty thousand . ,,,,,,
*LUCY:,Depending on how much they do in each house . ,,,,,,
*LUCY:,&=in Like some people didn't want the rooms done . ,,,,,,
*LUCY:,(..) We figured ,,,,,,
,our living room was so big ,,,,,,
,why not take advantage ,,,,,,
,⌈ and have ⌉ them put new walls [% laugh] . ,,,,,,
*AL:,⌊ Oh sure ⌋ . ,,,,,,
*LUCY:,(.) &=laugh &=laugh ⌈2 you [% laugh] know [% laugh] ? ,,,,,,
*AL:,                    ⌊2 Might as well get everything ⌋2 . ,,,,,,
*JOHN:,                    ⌊2 XXX fif⌋2ty thousand . ,,,,,,
*LUCY:,&=in ⌉2 . ,,,,,,
*AL:,(.) ⌈3 Might as well not ⌉3 take everything they're willing ⌈4 to give you ⌉4 . ,,,,,,
*LUCY:,    ⌊3 Yeah ⌋3 . ,,,,,,
*LUCY:,                                                            ⌊4 That's right ⌋4 . ,,,,,,
*LUCY:,⌈5 That's ⌉5 that's what we said . ,,,,,,
*JOHN:,⌊5 Gotta ⌋5 +... ,,,,,,
*LUCY:,⌈6 so ⌉6 . ,,,,,,
*DAN:,⌊6 And al⌋6so ,,,,,,
,the ceiling fell down already . ,,,,,,
*DAN:,So . ,,,,,,
*LUCY:,(..) Well ,,,,,,
,but they didn't do the ceiling ,UI,T4,UI,T1,UNMATCH,T1
,unfortunately ,,,,,,
,⌈ because it's not on a top ⌉ floo:r . ,,,,,,
*DAN:,⌊ Are they gonna replace that ⌋ ? ,,,,,,
*LUCY:,(..) No . ,,,,,,
*DAN:,(..) That doesn't (..) go (..) with (..) doing over the room ? ,,,,,,
*DAN:,⌈ The ceiling ⌉ isn't considered [% laugh] ⌈2 part of the living room ⌉2 ? ,,,,,,
*LUCY:,⌊ No ⌋ . ,,,,,,
*LUCY:,                                           ⌊2 O- no ,,,,,,
,O:⌋2nly if: ,,,,,,
,(..) that room ,,,,,,
,is on the top level of the ⌈ house ⌉ . ,,,,,,
*ANNE:,                           ⌊ What did you ⌋ drop . ,,,,,,
*ENV:,&=PHONE_RINGING_IN_DISTANCE ⌈2 &=lengthened ⌉2 . ,,,,,,
*LUCY:,                            ⌊2 If it's on the top ⌋2 level of the house ,,,,,,
,they would ,,,,,,
,because they ⌈ needed to soundproof it . ,,,,,,
*LIND:,             ⌊ Al ,,,,,,
,there's nobody +/. ,,,,,,
*LIND:,(.) oh the girls are in there ⌋ . ,,,,,,
*LUCY:,but there's two ⌉ levels above . ,TI,T4,TI,T4,MATCH,
*LUCY:,(..) So they didn't have to . ,,,,,,
*LUCY:,(..) Unfortunately . ,,,,,,
*ANNE:,(..) Hunh . ,,,,,,
*AL:,(..) So what &{l=X time &}l=X +/. ,,,,,,
*AL:,(..) I'm curious now . ,,,,,,
*AL:,What did they do to the walls ? ,,,,,,
*LUCY:,(.) Oh ,,,,,,
,wait till you see what they did in the living room . ,,,,,,
*LUCY:,When- +/. ,,,,,,
*LUCY:,when we get the walls painted and everything ,,,,,,
,you'll all have to come over . ,,,,,,
*LUCY:,And [% laugh] just [% laugh] ⌈ see [% laugh] ⌉ . ,,,,,,
*AL:,                             ⌊ Oh ⌋ is the room smaller or something now ? ,,,,,,
*AL:,Did they +... ,,,,,,
*LUCY:,They went in five inches ,,,,,,
,on the two outside walls . ,,,,,,
*LUCY:,They put in +/. ,,,,,,
*LUCY:,(..) they studded (..) the outside walls ,,,,,,
,from the inside . ,,,,,,
*LUCY:,(..) You know ,,,,,,
,the inside of the room . ,,,,,,
*LUCY:,&=in (..) U:m ,,,,,,
,(..) and then they put insulation ,,,,,,
,(..) and then they put soundproof boards . ,,,,,,
*LUCY:,(..) Then they put two layers ,,,,,,
,of three-quarter-inch (..) drywall . ,,,,,,
*LUCY:,(..) And then they (..) taped it all ,,,,,,
,and skim coated it . ,,,,,,
*LUCY:,It's beautiful . ,,,,,,
*AL:,Oh they skim coated it ⌈ too ⌉ . ,,,,,,
*LUCY:,                       ⌊ Yep ⌋ . ,,,,,,
*AL:,they didn't just ⌈2 tape ⌉2 it . ,,,,,,
*LUCY:,                 ⌊2 Yeah- ⌋2 . ,,,,,,
*AL:,⌈3 &{l=X Oh &}l=X ⌉3 . ,,,,,,
*LUCY:,⌊3 And then ⌋3 they (.) put a (..) primer coat of paint on it . ,,,,,,
*LUCY:,So all we have to do is go in and (..) paint it . ,,,,,,
*LUCY:,(..) They put new woodwork along the bottom ,,,,,,
,and all new woodwork around the windows . ,,,,,,
*LUCY:,&=in (.) Danny and I got crap woodwork . ,,,,,,
*LUCY:,Ev- +/. ,,,,,,
*LUCY:,(.) All the room- +/. ,,,,,,
*LUCY:,(..) windows had to have woodwork for them to ,,,,,,
,(..) So ,,,,,,
,that room out back ,,,,,,
,that used to be a porch ? ,,,,,,
*AL:,(..) M⌈hm ⌉ ? ,,,,,,
*LUCY:,      ⌊ Dan⌋ny and I (.) put wallboard up ,,,,,,
,(..) and then we got this (..) garbage (..) trim . ,,,,,,
*LUCY:,(..) That was (.) on sale for three ninety-five ? ,,,,,,
*LUCY:,(..) They replaced it with the stuff that was thirteen ninety- [% laugh] ⌈ five [% laugh] ⌉ . ,,,,,,
*ANNE:,                                                                         ⌊ Mm ⌋ . ,,,,,,
*DAN:,Yeah . ,,,,,,
*ENV:,&=THUMP ⌈ &=lengthened ⌉ . ,,,,,,
*DAN:,        ⌊ Had to put the ⌋ +/. ,,,,,,
*DAN:,You had to go through the aggra⌈2vation ⌉2 . ,,,,,,
*LUCY:,                               ⌊2 ʔuh (.) Of ⌋2 put⌈3ting it up ⌉3 . ,,,,,,
*DAN:,                                                   ⌊3 Spending the ⌋3 money ⌈4 on this trash ⌉4 . ,,,,,,
*LUCY:,                                                                            ⌊4 It had to be there ⌋4 ,,,,,,
,before ⌈5 they would replace ⌉5 +... ,,,,,,
*DAN:,       ⌊5 putting the trim up ⌋5 ,,,,,,
,(..) before ⌈6 they would ⌉6 work ⌈7 on it ⌉7 . ,,,,,,
*LUCY:,            ⌊6 Mm ⌋6 . ,,,,,,
*JOHN:,                                  ⌊7 come in and tear ⌋7 it down ⌈8 and replace it ⌉8 . ,,,,,,
*LUCY:,                                  ⌊7 Although ⌋7 ,,,,,,
,                                                               ⌊8 did I tell you ⌋8 that guy ⌈9 that put the ho:le ⌉9 ? ,,,,,,
*DAN:,                                                                                             ⌊9 just to get an ⌋9 +... ,,,,,,
*LUCY:,Remember ⌈ the guy that put ⌉ the hole . ,,,,,,
*LIND:,         ⌊ &=COUGH ⌋ . ,,,,,,
*LUCY:,in the back of his house ,,,,,,
,because he decided he'd &{l=@ like a picture window in his ⌈ kitchen &}l=@ ⌉ ? ,,,,,,
*ANNE:,                                                           ⌊ &=ex &=in ⌋ . ,,,,,,
*DAN:,                                                           ⌊ &=laugh &=laugh ⌋ ,,,,,,
,⌈2 And they wouldn't re⌉2place ⌈3 it . ,,,,,,
*ANNE:,⌊2 &=in ⌋2 . ,,,,,,
*LUCY:,                               ⌊3 They did ⌋3 . ,,,,,,
*DAN:,Cause there ⌉3 were +/. ,,,,,,
*DAN:,(..) Oh they di⌈4d ⌉4 ? ,,,,,,
*LUCY:,               ⌊4 Y⌋4:es ,,,,,,
,&{l=@ he threatened to take them ⌈5 to court &}l=@ . ,,,,,,
*DAN:,                                 ⌊5 Oh I thought they told him ⌋5 . ,,,,,,
*LUCY:,so they re⌉5pla- +/. ,,,,,,
*LUCY:,they ⌈6 put in ⌉6 . ,,,,,,
*DAN:,     ⌊6 they told ⌋6 +/. ,,,,,,
*DAN:,(..) didn't they originally tell him ,,,,,,
,he had to put a- +... ,,,,,,
*LUCY:,(.) Yeah . ,,,,,,
*DAN:,⌈ he had to put ⌉ ⌈2 a window in ⌉2 ? ,,,,,,
*LIND:,⌊ ʔuh &=COUGH ⌋   ⌊2 &=lengthened &=in ⌋2 . ,,,,,,
*LUCY:,                  ⌊2 Well that was the guy ⌋2 ,,,,,,
,that used ⌈3 to live around the corner . ,,,,,,
*LIND:,          ⌊3 &=COUGH &=COUGH ⌋3 . ,,,,,,
*LUCY:,from ⌉3 ⌈4 mom and dad . ,,,,,,
*DAVE:,        ⌊4 Now: how much the Patriots losing by ⌋4 . ,,,,,,
*LUCY:,that died ⌉4 . ,,,,,,
*LUCY:,(..) ⌈5 He died right after they &{l=@ put the ⌉5 window in &}l=@ . ,,,,,,
*AL:,     ⌊5 It was almost s:eventeen in the fourth ⌋5 ? ,,,,,,
*ANNE:,Well that'll teach him . ,,,,,,
*X:,⌈ Are they winning ⌉ ? ,,,,,,
*ANNE:,⌊ &=laugh &=in &=laugh &=ex ⌋ &=lengthened ⌈2 &=lengthened ⌉2 . ,,,,,,
*AL:,                                           ⌊2 No ⌋2 ⌈3 they're losing ⌉3 . ,,,,,,
*ALLE:,                                                    ⌊3 Is that ⌋3 (.) ⌈4 plugged in yet . ,,,,,,
*AL:,                                                                      ⌊4 Buffalo was driving em ⌋4 . ,,,,,,
*ALLE:,or what ⌉4 . ,,,,,,
*DAVE:,⌈5 Of course they're losing ⌉5 . ,,,,,,
*LUCY:,⌊5 You might- +/. ,,,,,,
*LUCY:,Oh +/. ,,,,,,
*LUCY:,Well well +/. ,,,,,,
*LUCY:,You know ⌋5 the +/. ,,,,,,
*LUCY:,You know who I mean . ,,,,,,
*LUCY:,(..) The guy that used to ⌈ live around the corner ⌉ . ,,,,,,
*DAVE:,                          ⌊ XXX X XX ⌋ . ,,,,,,
*LUCY:,(..) That during bussing ,,,,,,
,had the illiterate spelt wrong on the side ⌈ of his house ⌉ ? ,,,,,,
*DAN:,                                           ⌊ Oh yeah yeah ⌋ ,,,,,,
,the Italian guy that l- +/. ,,,,,,
*DAN:,⌈ You mean the ⌉ guy that lived in Charles⌈2town ⌉2 ? ,,,,,,
*LUCY:,⌊ Yes ⌋ . ,,,,,,
*LUCY:,                                          ⌊2 Yeah ⌋2 . ,,,,,,
*DAVE:,                                          ⌊2 You ⌋2 can watch X ,,,,,,
,⌈3 XXXX ⌉3 . ,,,,,,
*LUCY:,⌊3 He moved down near me ⌋3 . ,,,,,,
*AL:,(..) That was in⌈4tentional though Lucy ⌉4 . ,,,,,,
*LIND:,                ⌊4 &=laugh &=ex &=laugh &=ex ⌋4 . ,,,,,,
*DAN:,(..) Yeah ,,,,,,
,that was a ,,,,,,
,⌈ that was a ga⌉⌈2:g ⌉2 . ,,,,,,
*AL:,⌊ Having illiterate ⌋ ⌊2 spelled ⌋2 . ,,,,,,
*LUCY:,                ⌊2 No ⌋2 . ,,,,,,
*LUCY:,⌈3 I don't think &{l=@ he did ⌉3 . ,,,,,,
*AL:,⌊3 &=laugh &=lengthened &=laugh &=laugh &=laugh &=laugh ⌋3 . ,,,,,,
*LUCY:,he didn't know how to ⌈4 spell it ⌉4 . ,,,,,,
*ANNE:,                      ⌊4 Mm: ⌋4 . ,,,,,,
*LUCY:,⌈5 That was &}l=@ ⌉5 . ,,,,,,
*DAVE:,⌊5 Jane ⌋5 . ,,,,,,
*LUCY:,&=laugh &=laugh &=laugh ,,,,,,
,(..) &=laugh &=in ⌈ &=lengthened ⌉ . ,,,,,,
*DAN:,                  ⌊ Well ⌋ it was close . ,,,,,,
*DAN:,But it ⌈2 was a ga⌉2:g . ,UI,T1,UI,T4,UNMATCH,T1
*LUCY:,       ⌊2 &=laugh &=laugh ⌋2 . ,,,,,,
*DAN:,He probably didn't know himself . ,,,,,,
*LUCY:,(.) No . ,,,,,,
*LUCY:,I'm ⌈ sure he didn't ⌉ . ,,,,,,
*DAN:,    ⌊ He went and looked it up ⌋ in the dictionar⌈2y . ,,,,,,
*LUCY:,                                                 ⌊2 &=laugh ⌋2 . ,,,,,,
*DAN:,so that he ⌉2 could spell it ⌈3 wrong on ⌉3 purpose . ,,,,,,
*LUCY:,                             ⌊3 &=laugh &=laugh ⌋3 . ,,,,,,
*AL:,(..) &=SIGH ⌈4 &=lengthened &=lengthened ⌉4 . ,,,,,,
*LUCY:,            ⌊4 &=laugh &=laugh &=in &=lengthened ⌋4 ,,,,,,
,(..) Yeah: . ,,,,,,
*LUCY:,(..) But the windows Al . ,UI,T4,UI,T4,MATCH,
*LUCY:,(..) Are . ,,,,,,
*DAN:,&=in &=lengthened . ,,,,,,
*ANNE:,⌈ Al is smoking ⌉ . ,,,,,,
*LUCY:,⌊ This ,,,,,,
,(.) this wide ⌋ now . ,,,,,,
*LUCY:,(..) They're ,,,,,,
,(.) the living room windows . ,,,,,,
*LUCY:,(..) It's two (.) complete windows . ,,,,,,
*LUCY:,(..) They have ,,,,,,
,(..) And ,,,,,,
,all of the windows are four sheets of glass thick . ,,,,,,
*LUCY:,(..) There are two levels ,,,,,,
,(.) on the top ,,,,,,
,and two levels on the bottom . ,,,,,,
*LUCY:,(.) With ,,,,,,
,(..) double glass ? ,,,,,,
*LUCY:,(..) So ,,,,,,
,I have to open ,,,,,,
,(..) in every room I have to open at least two windows . ,,,,,,
*LUCY:,(..) To get to the screen . ,,,,,,
*LUCY:,And the screen is full-level ,,,,,,
,from the top to the bottom of the window ? ,,,,,,
*AL:,(..) Mhm ? ,,,,,,
*LUCY:,(..) &=in They're really nice . ,,,,,,
*DAN:,(..) &{l=P XXX XX XX &}l=P . ,,,,,,
*LUCY:,Unfortunately . ,,,,,,
*ANNE:,(.) So ⌈ how is that for washing your win⌉⌈2dows ⌉2 . ,,,,,,
*LUCY:,       ⌊ We're three years too late ⌋ . ,,,,,,
*LIND:,                                          ⌊2 Did you leave ⌋2 ⌈3 it over there ? ,,,,,,
*LUCY:,                                                              ⌊3 You can pull +... ,,,,,,
*LIND:,Cause I just ⌉3 brought ⌈4 this one down ⌉4 . ,,,,,,
*LUCY:,They ⌋3 +... ,,,,,,
*ANNE:,                        ⌊4 &=ex ⌋4 . ,,,,,,
*LUCY:,                        ⌊4 Each panel ⌋4 comes out . ,,,,,,
*ANNE:,(..) Oh ,,,,,,
,ni⌈:ce ⌉ . ,,,,,,
*LUCY:,  ⌊ And you ⌋ wash them from the inside . ,,,,,,
*AL:,(..) ⌈2 Oh they XX X XX ⌉2 . ,,,,,,
*LUCY:,     ⌊2 &=in Three years ago they put ⌋2 central air conditioning . ,,,,,,
*LUCY:,(..) But they stopped that . ,UI,T1,TI,T2,UNMATCH,T1
*LUCY:,Because the federal government decided that it was . ,,,,,,
*DAN:,(..) &=ex ⌈ &=lengthened ⌉ . ,,,,,,
*ANNE:,          ⌊ Extrav⌋⌈2agant use of money ⌉2 ? ,,,,,,
*JOHN:,          ⌊ Oh: ⌋  ⌊2 ma:n . ,,,,,,
*LUCY:,                   ⌊2 Cost prohibitive ⌋2 . ,,,,,,
*JOHN:,Too (.) ⌋2 bad they +/. ,,,,,,
